,County,Total_All_Schools_df0,TXST_df0,UT Austin_df0,Texas A&M_df0,Texas Tech_df0,Stephen F. Austin_df0,UTSA_df0,UNT_df0,UH_df0,Has_Data_df0,Dominant_School_df0,Dominant_Enrollment_df0,Dominant_Share_df0,TXST_Market_Share_df0,College_Ready_Rate_df0,TSI_Ready_Rate_df0,Participation_Rate_df0,High_Academic_Performance_df0,Low_TXST_Presence_df0,Large_Market_df0,High_Participation_df0,Prime_Target_df0,Academic_Score_df0,Market_Score_df0,TXST_Gap_Score_df0,Participation_Score_df0,Strategic_Opportunity_Score_df0,Opportunity_Tier_df0,TXST_df1,UT Austin_df1,Texas A&M_df1,Texas Tech_df1,Stephen F. Austin_df1,UTSA_df1,UNT_df1,UH_df1,Total_df1,TXST_Share_df1,Total_All_Schools_df2,TXST_df2,UT Austin_df2,Texas A&M_df2,Texas Tech_df2,Stephen F. Austin_df2,UTSA_df2,UNT_df2,UH_df2,Has_Data_df2,Dominant_School_df2,Dominant_Enrollment_df2,Dominant_Share_df2,TXST_Market_Share_df2,Total_All_Schools_df3,TXST_df3,UT Austin_df3,Texas A&M_df3,Texas Tech_df3,Stephen F. Austin_df3,UTSA_df3,UNT_df3,UH_df3,TXST_Market_Share_df3,Total_All_Schools_df4,TXST_df4,UT Austin_df4,Texas A&M_df4,Texas Tech_df4,Stephen F. Austin_df4,UTSA_df4,UNT_df4,UH_df4,Has_Data_df4,Dominant_School_df4,Dominant_Enrollment_df4,Dominant_Share_df4,TXST_Market_Share_df4,Is_Viable_Market_df4,Market_Size_Score_df4,Growth_Potential_df4,Breakable_Market_df4,Opportunity_Score_df4,Opportunity_Category_df4,County_Name_df5,Participation_Rate_df5,College_Ready_Rate_df5,TSI_Ready_Rate_df5,Year_df5,Participation_Level_df5,County_Name_df6,College_Ready_Rate_df6,TSI_Ready_Rate_df6,Participation_Rate_df6,Year_df6,TXST_df7,UT Austin_df7,Texas A&M_df7,Texas Tech_df7,Stephen F. Austin_df7,UTSA_df7,UNT_df7,UH_df7,Total_df7,TXST_Share_df7,Opportunity_Score_df7,Total_All_Schools_df8,TXST_df8,UT Austin_df8,Texas A&M_df8,Texas Tech_df8,Stephen F. Austin_df8,UTSA_df8,UNT_df8,UH_df8,Has_Data_df8,Dominant_School_df8,Dominant_Enrollment_df8,Dominant_Share_df8,TXST_Market_Share_df8,College_Ready_Rate_df8,TSI_Ready_Rate_df8,Participation_Rate_df8,High_Academic_Performance_df8,Low_TXST_Presence_df8,Large_Market_df8,High_Participation_df8,Prime_Target_df8,Academic_Score_df8,Market_Score_df8,TXST_Gap_Score_df8,Participation_Score_df8,Strategic_Opportunity_Score_df8,Opportunity_Tier_df8,TXST_Enrollment_df9,Total_Enrollment_df9,TXST_Market_Share_df9
76,FALLS,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,5.85,8.25,62.53333333333333,False,True,False,False,False,11.7,48.87298465214183,100.0,62.53333333333333,45.59522872897588,Tier 5: Maintain/Monitor,,,,,,,,,,,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,48.87298465214183,100.0,100.0,0.0,⚫ Small Market,Falls County,62.53333333333333,5.85,8.25,2024.0,Moderate (60-75%),Falls County,5.85,8.25,62.53333333333333,2024.0,,,,,,,,,,,,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,5.85,8.25,62.53333333333333,False,True,False,False,False,11.7,48.87298465214183,100.0,62.53333333333333,45.59522872897588,Tier 5: Maintain/Monitor,,,
77,FANNIN,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,11.4,23.85,56.625,False,True,False,False,False,22.8,55.52922861609885,100.0,56.625,51.44126858482966,Tier 5: Maintain/Monitor,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,True,55.52922861609885,100.0,99.32065217391305,77.62874474283203,🔥 TOP PRIORITY,Fannin County,56.625,11.4,23.85,2024.0,Low (40-60%),Fannin County,11.4,23.85,56.625,2024.0,,,,,,,,,,,,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,11.4,23.85,56.625,False,True,False,False,False,22.8,55.52922861609885,100.0,56.625,51.44126858482966,Tier 5: Maintain/Monitor,,,
78,FAYETTE,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,72.0,10.05586592178771,2.094972067039106,15.5,40.34,65.62,False,True,False,False,False,31.0,55.29784616010299,97.90502793296088,65.62,55.13235943462307,Tier 5: Maintain/Monitor,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,87.0,17.24137931034483,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,72.0,10.05586592178771,2.094972067039106,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.094972067039106,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,72.0,10.05586592178771,2.094972067039106,True,55.29784616010299,87.68,89.94413407821229,71.94174989569396,🎯 HIGH OPPORTUNITY,Fayette County,65.62,15.5,40.34,2024.0,Moderate (60-75%),Fayette County,15.5,40.34,65.62,2024.0,,,,,,,,,,,,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,72.0,10.05586592178771,2.094972067039106,15.5,40.34,65.62,False,True,False,False,False,31.0,55.29784616010299,97.90502793296088,65.62,55.13235943462307,Tier 5: Maintain/Monitor,15.0,716.0,2.094972067039106
79,FISHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisher County,84.8,8.7,26.1,2024.0,High (75-90%),Fisher County,8.7,26.1,84.8,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,FLOYD,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.1,10.35,48.8,False,True,False,False,False,18.2,45.01031393558289,100.0,48.8,45.66309418067487,Tier 5: Maintain/Monitor,,,,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,45.01031393558289,100.0,100.0,0.0,⚫ Small Market,Floyd County,48.8,9.1,10.35,2024.0,Low (40-60%),Floyd County,9.1,10.35,48.8,2024.0,,,,,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.1,10.35,48.8,False,True,False,False,False,18.2,45.01031393558289,100.0,48.8,45.66309418067487,Tier 5: Maintain/Monitor,,,
81,FOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foard County,64.3,11.1,22.2,2024.0,Moderate (60-75%),Foard County,11.1,22.2,64.3,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,FORT BEND,13934.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,True,UH,1909.0,13.700301420984642,5.016506387254198,18.625,31.9,91.275,False,True,True,True,False,37.25,80.25167311934894,94.9834936127458,91.275,67.09970065835384,Tier 4: Volume Play,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,5401.0,12.94204776893168,13934.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,True,UH,1909.0,13.700301420984642,5.016506387254198,13934.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,5.016506387254198,13934.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,True,UH,1909.0,13.700301420984642,5.016506387254198,True,80.25167311934894,70.49,86.29969857901536,78.53277627547754,🔥 TOP PRIORITY,Fort Bend County,91.275,18.625,31.9,2024.0,Very High (90-100%),Fort Bend County,18.625,31.9,91.275,2024.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,5401.0,12.94204776893168,470200.00000000006,13934.0,699.0,783.0,1047.0,244.0,117.0,464.0,138.0,1909.0,True,UH,1909.0,13.700301420984642,5.016506387254198,18.625,31.9,91.275,False,True,True,True,False,37.25,80.25167311934894,94.9834936127458,91.275,67.09970065835384,Tier 4: Volume Play,699.0,13934.0,5.016506387254198
83,FORT BEND COU,13868.0,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,True,UH,2071.0,14.933660224978368,3.922699740409577,,,,False,True,True,False,False,0.0,80.21174536210125,96.07730025959044,0.0,43.27898366054846,No Academic Data,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,5325.0,10.215962441314554,13868.0,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,True,UH,2071.0,14.933660224978368,3.922699740409577,13868.0,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,3.922699740409577,13868.0,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,True,UH,2071.0,14.933660224978368,3.922699740409577,True,80.21174536210125,76.93,85.06633977502163,80.19814063605496,🔥 TOP PRIORITY,,,,,,,,,,,,544.0,794.0,943.0,294.0,108.0,442.0,129.0,2071.0,5325.0,10.215962441314554,478100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,13868.0,3.922699740409577
84,FRANKLIN,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,28.6,42.9,40.8,True,True,False,False,False,57.2,49.14550463546596,100.0,40.8,61.70365139063979,Tier 2: Strong Opportunity,,,,,,,,,,,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,49.14550463546596,100.0,100.0,0.0,⚫ Small Market,Franklin County,40.8,28.6,42.9,2024.0,Low (40-60%),Franklin County,28.6,42.9,40.8,2024.0,,,,,,,,,,,,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,28.6,42.9,40.8,True,True,False,False,False,57.2,49.14550463546596,100.0,40.8,61.70365139063979,Tier 2: Strong Opportunity,,,
85,FREESTONE,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,17.633333333333333,23.13333333333333,56.43333333333334,False,True,False,False,False,35.266666666666666,49.665402941372434,100.0,56.43333333333334,54.649620882411725,Tier 5: Maintain/Monitor,,,,,,,,,,,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,49.665402941372434,100.0,100.0,0.0,⚫ Small Market,Freestone County,56.43333333333334,17.633333333333333,23.13333333333333,2024.0,Low (40-60%),Freestone County,17.633333333333333,23.13333333333333,56.43333333333334,2024.0,,,,,,,,,,,,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,17.633333333333333,23.13333333333333,56.43333333333334,False,True,False,False,False,35.266666666666666,49.665402941372434,100.0,56.43333333333334,54.649620882411725,Tier 5: Maintain/Monitor,,,
86,FREESTONE COU,367.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,11.0,2.997275204359673,0.0,,,,False,True,False,False,False,0.0,49.68828791276737,100.0,0.0,34.90648637383021,No Academic Data,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,367.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,11.0,2.997275204359673,0.0,367.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,11.0,2.997275204359673,0.0,False,49.68828791276737,100.0,97.00272479564032,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FRIO,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,3.333333333333333,2.5,10.95,10.8,25.3,False,True,False,False,False,21.9,49.52676977271426,97.5,25.3,45.64803093181428,Tier 5: Maintain/Monitor,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,42.85714285714285,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,3.333333333333333,2.5,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.5,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,3.333333333333333,2.5,False,49.52676977271426,85.29,96.66666666666669,0.0,⚫ Small Market,Frio County,25.3,10.95,10.8,2024.0,Very Low (<40%),Frio County,10.95,10.8,25.3,2024.0,,,,,,,,,,,,360.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,3.333333333333333,2.5,10.95,10.8,25.3,False,True,False,False,False,21.9,49.52676977271426,97.5,25.3,45.64803093181428,Tier 5: Maintain/Monitor,9.0,360.0,2.5
88,GAINES,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,True,Texas Tech,34.0,8.0,1.1764705882352942,11.25,32.1,46.0,False,True,False,False,False,22.5,50.91917776649494,98.82352941176472,46.0,48.64045921230142,Tier 5: Maintain/Monitor,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,39.0,12.82051282051282,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,True,Texas Tech,34.0,8.0,1.1764705882352942,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.1764705882352942,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,True,Texas Tech,34.0,8.0,1.1764705882352942,False,50.91917776649494,93.08,92.0,0.0,⚫ Small Market,Gaines County,46.0,11.25,32.1,2024.0,Low (40-60%),Gaines County,11.25,32.1,46.0,2024.0,,,,,,,,,,,,425.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,True,Texas Tech,34.0,8.0,1.1764705882352942,11.25,32.1,46.0,False,True,False,False,False,22.5,50.91917776649494,98.82352941176472,46.0,48.64045921230142,Tier 5: Maintain/Monitor,5.0,425.0,1.1764705882352942
89,GALVESTON,9107.0,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,True,Texas A&M,636.0,6.983638959042494,4.491050840013177,17.1125,27.48888888888889,69.55555555555556,False,True,True,False,False,34.225,76.67522198742743,95.50894915998684,69.55555555555556,62.74991198378115,Tier 4: Volume Play,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,2530.0,16.16600790513834,9107.0,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,True,Texas A&M,636.0,6.983638959042494,4.491050840013177,9107.0,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,4.491050840013177,9107.0,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,True,Texas A&M,636.0,6.983638959042494,4.491050840013177,True,76.67522198742743,73.58,93.0163610409575,79.01488320190522,🔥 TOP PRIORITY,Galveston County,69.55555555555556,17.1125,27.48888888888889,2024.0,Moderate (60-75%),Galveston County,17.1125,27.48888888888889,69.55555555555556,2024.0,,,,,,,,,,,,9107.0,409.0,377.0,636.0,178.0,103.0,134.0,67.0,626.0,True,Texas A&M,636.0,6.983638959042494,4.491050840013177,17.1125,27.48888888888889,69.55555555555556,False,True,True,False,False,34.225,76.67522198742743,95.50894915998684,69.55555555555556,62.74991198378115,Tier 4: Volume Play,409.0,9107.0,4.491050840013177
90,GALVESTON COU,8886.0,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,True,UH,640.0,7.202340760747243,4.197614224623003,,,,False,True,True,False,False,0.0,76.46863655018592,95.802385775377,0.0,42.10106812013117,No Academic Data,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,2539.0,14.690823158723909,8886.0,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,True,UH,640.0,7.202340760747243,4.197614224623003,8886.0,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,4.197614224623003,8886.0,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,True,UH,640.0,7.202340760747243,4.197614224623003,True,76.46863655018592,75.31,92.79765923925277,79.38685012294351,🔥 TOP PRIORITY,,,,,,,,,,,,373.0,409.0,601.0,214.0,70.0,126.0,106.0,640.0,2539.0,14.690823158723909,216600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0,8886.0,4.197614224623003
91,GARZA,131.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.816793893129771,0.0,,33.3,53.65,False,True,False,False,False,0.0,41.0654471661292,100.0,53.65,37.684634149838764,No Academic Data,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,131.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.816793893129771,0.0,131.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.816793893129771,0.0,False,41.0654471661292,100.0,96.18320610687024,0.0,⚫ Small Market,Garza County,53.65,,33.3,2024.0,Low (40-60%),Garza County,,33.3,53.65,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,GILLESPIE,364.0,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,True,Texas A&M,42.0,11.538461538461538,6.593406593406594,26.950000000000003,45.0,63.65,True,True,False,False,False,53.900000000000006,49.619445330846645,93.4065934065934,63.65,61.49215228057268,Tier 2: Strong Opportunity,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,124.0,19.35483870967742,364.0,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,True,Texas A&M,42.0,11.538461538461538,6.593406593406594,364.0,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,6.593406593406594,364.0,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,True,Texas A&M,42.0,11.538461538461538,6.593406593406594,False,49.619445330846645,61.22,88.46153846153847,0.0,⚫ Small Market,Gillespie County,63.65,26.950000000000003,45.0,2024.0,Moderate (60-75%),Gillespie County,26.950000000000003,45.0,63.65,2024.0,,,,,,,,,,,,364.0,24.0,5.0,42.0,38.0,0.0,15.0,0.0,0.0,True,Texas A&M,42.0,11.538461538461538,6.593406593406594,26.950000000000003,45.0,63.65,True,True,False,False,False,53.900000000000006,49.619445330846645,93.4065934065934,63.65,61.49215228057268,Tier 2: Strong Opportunity,24.0,364.0,6.593406593406594
93,GILLESPIE COU,332.0,27.0,16.0,30.0,20.0,0.0,5.0,5.0,0.0,True,Texas A&M,30.0,9.036144578313252,8.132530120481928,,,,False,True,False,False,False,0.0,48.84776657688044,91.86746987951808,0.0,33.02782394896774,No Academic Data,27.0,16.0,30.0,20.0,0.0,5.0,5.0,0.0,103.0,26.21359223300971,332.0,27.0,16.0,30.0,20.0,0.0,5.0,5.0,0.0,True,Texas A&M,30.0,9.036144578313252,8.132530120481928,332.0,27.0,16.0,30.0,20.0,0.0,5.0,5.0,0.0,8.132530120481928,332.0,27.0,16.0,30.0,20.0,0.0,5.0,5.0,0.0,True,Texas A&M,30.0,9.036144578313252,8.132530120481928,False,48.84776657688044,52.16,90.96385542168674,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,332.0,8.132530120481928
94,GLASSCOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasscock County,100.0,19.0,57.1,2024.0,Very High (90-100%),Glasscock County,19.0,57.1,100.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,GOLIAD,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,True,TXST,20.0,7.194244604316546,7.194244604316546,4.8,23.8,64.3,False,True,False,False,False,9.6,47.35974007833186,92.80575539568343,64.3,43.039073102636245,Tier 5: Maintain/Monitor,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,42.0,47.61904761904761,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,True,TXST,20.0,7.194244604316546,7.194244604316546,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,7.194244604316546,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,True,TXST,20.0,7.194244604316546,7.194244604316546,False,47.35974007833186,57.68,92.80575539568343,0.0,⭐ TXST Territory,Goliad County,64.3,4.8,23.8,2024.0,Moderate (60-75%),Goliad County,4.8,23.8,64.3,2024.0,,,,,,,,,,,,278.0,20.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,True,TXST,20.0,7.194244604316546,7.194244604316546,4.8,23.8,64.3,False,True,False,False,False,9.6,47.35974007833186,92.80575539568343,64.3,43.039073102636245,Tier 5: Maintain/Monitor,20.0,278.0,7.194244604316546
96,GONZALES,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,True,TXST,66.0,13.147410358565736,13.147410358565736,12.233333333333334,12.966666666666669,63.66666666666666,False,False,False,False,False,24.46666666666667,52.31654304687903,86.85258964143426,63.66666666666666,49.218814175683896,Tier 5: Maintain/Monitor,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,138.0,47.82608695652174,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,True,TXST,66.0,13.147410358565736,13.147410358565736,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,13.147410358565736,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,True,TXST,66.0,13.147410358565736,13.147410358565736,True,52.31654304687903,22.66,86.85258964143426,0.0,⭐ TXST Territory,Gonzales County,63.66666666666666,12.233333333333334,12.966666666666669,2024.0,Moderate (60-75%),Gonzales County,12.233333333333334,12.966666666666669,63.66666666666666,2024.0,,,,,,,,,,,,502.0,66.0,6.0,35.0,0.0,0.0,31.0,0.0,0.0,True,TXST,66.0,13.147410358565736,13.147410358565736,12.233333333333334,12.966666666666669,63.66666666666666,False,False,False,False,False,24.46666666666667,52.31654304687903,86.85258964143426,63.66666666666666,49.218814175683896,Tier 5: Maintain/Monitor,66.0,502.0,13.147410358565736
97,GRAY,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,8.1,14.15,87.60000000000001,False,True,False,True,False,16.2,52.26623249725751,100.0,87.60000000000001,50.91986974917725,Tier 5: Maintain/Monitor,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,43.0,0.0,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,False,52.26623249725751,100.0,91.38276553106212,0.0,⚫ Small Market,Gray County,87.60000000000001,8.1,14.15,2024.0,High (75-90%),Gray County,8.1,14.15,87.60000000000001,2024.0,,,,,,,,,,,,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,8.1,14.15,87.60000000000001,False,True,False,True,False,16.2,52.26623249725751,100.0,87.60000000000001,50.91986974917725,Tier 5: Maintain/Monitor,,,
98,GRAYSON,3926.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,True,UNT,84.0,2.139582272032603,1.0188487009679064,19.32307692307692,31.93076923076923,65.16153846153847,False,True,True,False,False,38.64615384615384,69.599892689921,98.98115129903208,65.16153846153847,62.6508134513981,Tier 4: Volume Play,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,277.0,14.440433212996387,3926.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,True,UNT,84.0,2.1395822720326034,1.0188487009679064,3926.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,1.0188487009679064,3926.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,True,UNT,84.0,2.139582272032603,1.0188487009679064,True,69.599892689921,94.01,97.8604177279674,82.57502989055399,🔥 TOP PRIORITY,Grayson County,65.16153846153847,19.32307692307692,31.93076923076923,2024.0,Moderate (60-75%),Grayson County,19.32307692307692,31.93076923076923,65.16153846153847,2024.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,277.0,14.440433212996387,23700.0,3926.0,40.0,6.0,71.0,76.0,0.0,0.0,84.0,0.0,True,UNT,84.0,2.139582272032603,1.0188487009679064,19.32307692307692,31.93076923076923,65.16153846153847,False,True,True,False,False,38.64615384615384,69.599892689921,98.98115129903208,65.16153846153847,62.6508134513981,Tier 4: Volume Play,40.0,3926.0,1.0188487009679064
99,GREGG,4276.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,True,Texas A&M,138.0,3.2273152478952296,0.4443405051449953,25.8,34.34285714285714,46.0125,True,True,True,False,True,51.6,70.31792423737203,99.555659494855,46.0125,66.2477591701826,Tier 1: Prime Target,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,398.0,4.773869346733668,4276.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,True,Texas A&M,138.0,3.2273152478952296,0.4443405051449953,4276.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,0.4443405051449953,4276.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,True,Texas A&M,138.0,3.2273152478952296,0.4443405051449953,True,70.31792423737203,97.39,96.77268475210477,83.73049906910695,🔥 TOP PRIORITY,Gregg County,46.0125,25.8,34.34285714285714,2024.0,Low (40-60%),Gregg County,25.8,34.34285714285714,46.0125,2024.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,398.0,4.773869346733668,37900.0,4276.0,19.0,41.0,138.0,19.0,123.0,0.0,58.0,0.0,True,Texas A&M,138.0,3.2273152478952296,0.4443405051449953,25.8,34.34285714285714,46.0125,True,True,True,False,True,51.6,70.31792423737203,99.555659494855,46.0125,66.2477591701826,Tier 1: Prime Target,19.0,4276.0,0.4443405051449953
