,County,Total_All_Schools_df0,TXST_df0,UT Austin_df0,Texas A&M_df0,Texas Tech_df0,Stephen F. Austin_df0,UTSA_df0,UNT_df0,UH_df0,Has_Data_df0,Dominant_School_df0,Dominant_Enrollment_df0,Dominant_Share_df0,TXST_Market_Share_df0,College_Ready_Rate_df0,TSI_Ready_Rate_df0,Participation_Rate_df0,High_Academic_Performance_df0,Low_TXST_Presence_df0,Large_Market_df0,High_Participation_df0,Prime_Target_df0,Academic_Score_df0,Market_Score_df0,TXST_Gap_Score_df0,Participation_Score_df0,Strategic_Opportunity_Score_df0,Opportunity_Tier_df0,TXST_df1,UT Austin_df1,Texas A&M_df1,Texas Tech_df1,Stephen F. Austin_df1,UTSA_df1,UNT_df1,UH_df1,Total_df1,TXST_Share_df1,Total_All_Schools_df2,TXST_df2,UT Austin_df2,Texas A&M_df2,Texas Tech_df2,Stephen F. Austin_df2,UTSA_df2,UNT_df2,UH_df2,Has_Data_df2,Dominant_School_df2,Dominant_Enrollment_df2,Dominant_Share_df2,TXST_Market_Share_df2,Total_All_Schools_df3,TXST_df3,UT Austin_df3,Texas A&M_df3,Texas Tech_df3,Stephen F. Austin_df3,UTSA_df3,UNT_df3,UH_df3,TXST_Market_Share_df3,Total_All_Schools_df4,TXST_df4,UT Austin_df4,Texas A&M_df4,Texas Tech_df4,Stephen F. Austin_df4,UTSA_df4,UNT_df4,UH_df4,Has_Data_df4,Dominant_School_df4,Dominant_Enrollment_df4,Dominant_Share_df4,TXST_Market_Share_df4,Is_Viable_Market_df4,Market_Size_Score_df4,Growth_Potential_df4,Breakable_Market_df4,Opportunity_Score_df4,Opportunity_Category_df4,County_Name_df5,Participation_Rate_df5,College_Ready_Rate_df5,TSI_Ready_Rate_df5,Year_df5,Participation_Level_df5,County_Name_df6,College_Ready_Rate_df6,TSI_Ready_Rate_df6,Participation_Rate_df6,Year_df6,TXST_df7,UT Austin_df7,Texas A&M_df7,Texas Tech_df7,Stephen F. Austin_df7,UTSA_df7,UNT_df7,UH_df7,Total_df7,TXST_Share_df7,Opportunity_Score_df7,Total_All_Schools_df8,TXST_df8,UT Austin_df8,Texas A&M_df8,Texas Tech_df8,Stephen F. Austin_df8,UTSA_df8,UNT_df8,UH_df8,Has_Data_df8,Dominant_School_df8,Dominant_Enrollment_df8,Dominant_Share_df8,TXST_Market_Share_df8,College_Ready_Rate_df8,TSI_Ready_Rate_df8,Participation_Rate_df8,High_Academic_Performance_df8,Low_TXST_Presence_df8,Large_Market_df8,High_Participation_df8,Prime_Target_df8,Academic_Score_df8,Market_Score_df8,TXST_Gap_Score_df8,Participation_Score_df8,Strategic_Opportunity_Score_df8,Opportunity_Tier_df8,TXST_Enrollment_df9,Total_Enrollment_df9,TXST_Market_Share_df9
208,RANDALL,2084.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,True,Texas Tech,218.0,10.460652591170826,0.6238003838771593,14.2,30.7,95.7,False,True,True,True,False,28.4,64.27532306777842,99.37619961612285,95.7,60.087836843558094,Tier 4: Volume Play,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,298.0,4.362416107382551,2084.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,True,Texas Tech,218.0,10.460652591170826,0.6238003838771593,2084.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,0.6238003838771593,2084.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,True,Texas Tech,218.0,10.460652591170826,0.6238003838771593,True,64.27532306777842,96.33,89.53934740882917,78.94453101565503,🔥 TOP PRIORITY,Randall County,95.7,14.2,30.7,2024.0,Very High (90-100%),Randall County,14.2,30.7,95.7,2024.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,298.0,4.362416107382551,28500.0,2084.0,13.0,13.0,36.0,218.0,0.0,0.0,18.0,0.0,True,Texas Tech,218.0,10.460652591170826,0.6238003838771593,14.2,30.7,95.7,False,True,True,True,False,28.4,64.27532306777842,99.37619961612285,95.7,60.087836843558094,Tier 4: Volume Play,13.0,2084.0,0.6238003838771593
209,REAGAN,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.385964912280701,0.0,7.5,7.5,100.0,False,True,False,True,False,15.0,39.90593161742644,100.0,100.0,47.971779485227934,Tier 5: Maintain/Monitor,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.385964912280701,0.0,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.385964912280701,0.0,False,39.90593161742644,100.0,95.6140350877193,0.0,⚫ Small Market,Reagan County,100.0,7.5,7.5,2024.0,Very High (90-100%),Reagan County,7.5,7.5,100.0,2024.0,,,,,,,,,,,,114.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,4.385964912280701,0.0,7.5,7.5,100.0,False,True,False,True,False,15.0,39.90593161742644,100.0,100.0,47.971779485227934,Tier 5: Maintain/Monitor,,,
210,REAL,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,27.8,38.9,72.0,True,True,False,True,False,55.60000000000001,29.40640411137488,100.0,72.0,58.26192123341247,Tier 2: Strong Opportunity,,,,,,,,,,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,29.40640411137488,100.0,100.0,0.0,⚫ Small Market,Real County,72.0,27.8,38.9,2024.0,Moderate (60-75%),Real County,27.8,38.9,72.0,2024.0,,,,,,,,,,,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,27.8,38.9,72.0,True,True,False,True,False,55.60000000000001,29.40640411137488,100.0,72.0,58.26192123341247,Tier 2: Strong Opportunity,,,
211,RED RIVER,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.85,20.4,72.35,False,True,False,True,False,27.7,39.90593161742644,100.0,72.35,50.28677948522793,Tier 5: Maintain/Monitor,,,,,,,,,,,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,39.90593161742644,100.0,100.0,0.0,⚫ Small Market,Red River County,72.35,13.85,20.4,2024.0,Moderate (60-75%),Red River County,13.85,20.4,72.35,2024.0,,,,,,,,,,,,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.85,20.4,72.35,False,True,False,True,False,27.7,39.90593161742644,100.0,72.35,50.28677948522793,Tier 5: Maintain/Monitor,,,
212,RED RIVER COU,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,,,,False,True,False,False,False,0.0,43.81293400058191,100.0,0.0,33.14388020017457,No Academic Data,,,,,,,,,,,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,43.81293400058191,100.0,100.0,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,REEVES,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,True,Texas Tech,32.0,9.55223880597015,1.4925373134328357,0.7,2.0,89.35,False,True,False,True,False,1.4,48.92319508067123,98.50746268656717,89.35,43.87345106151481,Tier 5: Maintain/Monitor,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,42.0,11.904761904761903,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,True,Texas Tech,32.0,9.55223880597015,1.4925373134328357,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,1.4925373134328357,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,True,Texas Tech,32.0,9.55223880597015,1.4925373134328357,False,48.92319508067123,91.22,90.44776119402984,0.0,⚫ Small Market,Reeves County,89.35,0.7,2.0,2024.0,High (75-90%),Reeves County,0.7,2.0,89.35,2024.0,,,,,,,,,,,,335.0,5.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,True,Texas Tech,32.0,9.55223880597015,1.4925373134328357,0.7,2.0,89.35,False,True,False,True,False,1.4,48.92319508067123,98.50746268656717,89.35,43.87345106151481,Tier 5: Maintain/Monitor,5.0,335.0,1.4925373134328357
214,REFUGIO,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,6.933333333333334,21.433333333333337,64.63333333333334,False,True,False,False,False,13.866666666666664,45.58790160934136,100.0,64.63333333333334,45.6863704828024,Tier 5: Maintain/Monitor,,,,,,,,,,,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,45.58790160934136,100.0,100.0,0.0,⚫ Small Market,Refugio County,64.63333333333334,6.933333333333334,21.433333333333334,2024.0,Moderate (60-75%),Refugio County,6.933333333333334,21.433333333333334,64.63333333333334,2024.0,,,,,,,,,,,,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,6.933333333333334,21.433333333333337,64.63333333333334,False,True,False,False,False,13.866666666666664,45.58790160934136,100.0,64.63333333333334,45.6863704828024,Tier 5: Maintain/Monitor,,,
215,ROBERTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberts County,100.0,26.7,26.7,2024.0,Very High (90-100%),Roberts County,26.7,26.7,100.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,ROBERTSON,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,14.575,30.825,53.54,False,True,False,False,False,29.15,48.191410101212725,100.0,53.54,51.471423030363816,Tier 5: Maintain/Monitor,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,False,48.191410101212725,100.0,87.29641693811075,0.0,⚫ Small Market,Robertson County,53.54,14.575,30.825,2024.0,Low (40-60%),Robertson County,14.575,30.825,53.54,2024.0,,,,,,,,,,,,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,14.575,30.825,53.54,False,True,False,False,False,29.15,48.191410101212725,100.0,53.54,51.471423030363816,Tier 5: Maintain/Monitor,,,
217,ROBERTSON COU,233.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,17.0,7.296137339055794,0.0,,,,False,True,False,False,False,0.0,45.8804605611212,100.0,0.0,33.76413816833636,No Academic Data,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,233.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,17.0,7.296137339055794,0.0,233.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,17.0,7.296137339055794,0.0,False,45.8804605611212,100.0,92.7038626609442,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,ROCKWALL,4660.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,True,Texas Tech,370.0,7.939914163090128,2.7896995708154506,14.7,29.95,89.75,False,True,True,True,False,29.4,71.04101986949465,97.21030042918454,89.75,61.48936604668531,Tier 4: Volume Play,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,1382.0,9.406657018813313,4660.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,True,Texas Tech,370.0,7.939914163090128,2.7896995708154506,4660.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,2.7896995708154506,4660.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,True,Texas Tech,370.0,7.939914163090128,2.7896995708154506,True,71.04101986949465,83.59,92.06008583690988,79.0095271021293,🔥 TOP PRIORITY,Rockwall County,89.75,14.7,29.95,2024.0,High (75-90%),Rockwall County,14.7,29.95,89.75,2024.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,1382.0,9.406657018813313,125200.0,4660.0,130.0,145.0,288.0,370.0,131.0,11.0,307.0,0.0,True,Texas Tech,370.0,7.939914163090128,2.7896995708154506,14.7,29.95,89.75,False,True,True,True,False,29.4,71.04101986949465,97.21030042918454,89.75,61.48936604668531,Tier 4: Volume Play,130.0,4660.0,2.7896995708154506
219,RUNNELS,421.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,Texas Tech,17.0,4.038004750593824,0.0,29.35,23.575,79.075,True,True,False,True,False,58.70000000000001,50.83983546296006,100.0,79.075,66.63945063888802,Tier 2: Strong Opportunity,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,421.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,Texas Tech,17.0,4.038004750593824,0.0,421.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,Texas Tech,17.0,4.038004750593824,0.0,False,50.83983546296006,100.0,95.96199524940616,0.0,⚫ Small Market,Runnels County,79.075,29.35,23.575,2024.0,High (75-90%),Runnels County,29.35,23.575,79.075,2024.0,,,,,,,,,,,,421.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,Texas Tech,17.0,4.038004750593824,0.0,29.35,23.575,79.075,True,True,False,True,False,58.70000000000001,50.83983546296006,100.0,79.075,66.63945063888802,Tier 2: Strong Opportunity,,,
220,RUSK,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,True,Stephen F. Austin,59.0,3.922872340425532,0.0,14.080000000000002,20.75,63.58571428571428,False,True,False,False,False,28.16,61.53379296807462,100.0,63.58571428571428,56.08270931899381,Tier 5: Maintain/Monitor,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,85.0,0.0,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,True,Stephen F. Austin,59.0,3.922872340425532,0.0,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,0.0,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,True,Stephen F. Austin,59.0,3.922872340425532,0.0,True,61.53379296807462,100.0,96.07712765957449,79.9823220159522,🔥 TOP PRIORITY,Rusk County,63.58571428571428,14.080000000000002,20.75,2024.0,Moderate (60-75%),Rusk County,14.080000000000002,20.75,63.58571428571428,2024.0,,,,,,,,,,,,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,True,Stephen F. Austin,59.0,3.922872340425532,0.0,14.080000000000002,20.75,63.58571428571428,False,True,False,False,False,28.16,61.53379296807462,100.0,63.58571428571428,56.08270931899381,Tier 5: Maintain/Monitor,,,
221,SABINE,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,True,Stephen F. Austin,17.0,8.585858585858585,0.0,2.9,10.65,46.3,False,True,False,False,False,5.8,44.51786762195767,100.0,46.3,40.3053602865873,Tier 5: Maintain/Monitor,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,True,Stephen F. Austin,17.0,8.585858585858585,0.0,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,True,Stephen F. Austin,17.0,8.585858585858585,0.0,False,44.51786762195767,100.0,91.4141414141414,0.0,⚫ Small Market,Sabine County,46.3,2.9,10.65,2024.0,Low (40-60%),Sabine County,2.9,10.65,46.3,2024.0,,,,,,,,,,,,198.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,True,Stephen F. Austin,17.0,8.585858585858585,0.0,2.9,10.65,46.3,False,True,False,False,False,5.8,44.51786762195767,100.0,46.3,40.3053602865873,Tier 5: Maintain/Monitor,,,
222,SAN AUGUSTINE,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,Stephen F. Austin,7.0,5.072463768115942,0.0,12.65,10.5,29.5,False,True,False,False,False,25.3,41.50002023557117,100.0,29.5,45.52000607067135,Tier 5: Maintain/Monitor,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,Stephen F. Austin,7.0,5.072463768115942,0.0,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,Stephen F. Austin,7.0,5.072463768115942,0.0,False,41.50002023557117,100.0,94.92753623188406,0.0,⚫ Small Market,San Augustine County,29.5,12.65,10.5,2024.0,Very Low (<40%),San Augustine County,12.65,10.5,29.5,2024.0,,,,,,,,,,,,138.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,Stephen F. Austin,7.0,5.072463768115942,0.0,12.65,10.5,29.5,False,True,False,False,False,25.3,41.50002023557117,100.0,29.5,45.52000607067135,Tier 5: Maintain/Monitor,,,
223,SAN JACINTO,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.550000000000001,15.55,58.2,False,True,False,False,False,15.1,43.579948968751765,100.0,58.2,44.93398469062553,Tier 5: Maintain/Monitor,,,,,,,,,,,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,43.579948968751765,100.0,100.0,0.0,⚫ Small Market,San Jacinto County,58.2,7.550000000000001,15.55,2024.0,Low (40-60%),San Jacinto County,7.550000000000001,15.55,58.2,2024.0,,,,,,,,,,,,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.550000000000001,15.55,58.2,False,True,False,False,False,15.1,43.579948968751765,100.0,58.2,44.93398469062553,Tier 5: Maintain/Monitor,,,
224,SAN JACINTO C,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,,,,False,True,False,False,False,0.0,44.084255007241616,100.0,0.0,33.225276502172484,No Academic Data,,,,,,,,,,,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,44.084255007241616,100.0,100.0,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,SAN PATRICIO,2372.0,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,True,TXST,85.0,3.583473861720068,3.583473861720068,14.685714285714283,19.81428571428572,77.97142857142856,False,True,True,True,False,29.371428571428567,65.36348905312676,96.41652613827992,77.97142857142856,58.4380662293083,Tier 4: Volume Play,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,223.0,38.11659192825112,2372.0,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,True,TXST,85.0,3.583473861720068,3.583473861720068,2372.0,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,3.583473861720068,2372.0,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,True,TXST,85.0,3.583473861720068,3.583473861720068,True,65.36348905312676,78.92,96.41652613827992,0.0,⭐ TXST Territory,San Patricio County,77.97142857142856,14.685714285714283,19.81428571428572,2024.0,High (75-90%),San Patricio County,14.685714285714283,19.81428571428572,77.97142857142856,2024.0,,,,,,,,,,,,2372.0,85.0,0.0,58.0,7.0,0.0,73.0,0.0,0.0,True,TXST,85.0,3.583473861720068,3.583473861720068,14.685714285714283,19.81428571428572,77.97142857142856,False,True,True,True,False,29.371428571428567,65.36348905312676,96.41652613827992,77.97142857142856,58.4380662293083,Tier 4: Volume Play,85.0,2372.0,3.583473861720068
226,SAN SABA,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,23.7,20.7,91.66666666666669,False,True,False,True,False,47.4,41.50002023557117,100.0,91.66666666666669,60.57667273733802,Tier 5: Maintain/Monitor,,,,,,,,,,,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,41.50002023557117,100.0,100.0,0.0,⚫ Small Market,San Saba County,91.66666666666669,23.7,20.7,2024.0,Very High (90-100%),San Saba County,23.7,20.7,91.66666666666669,2024.0,,,,,,,,,,,,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,23.7,20.7,91.66666666666669,False,True,False,True,False,47.4,41.50002023557117,100.0,91.66666666666669,60.57667273733802,Tier 5: Maintain/Monitor,,,
227,SCHLEICHER,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.9,18.4,100.0,False,True,False,True,False,15.8,36.19814206817856,100.0,100.0,47.17944262045357,Tier 5: Maintain/Monitor,,,,,,,,,,,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,36.19814206817856,100.0,100.0,0.0,⚫ Small Market,Schleicher County,100.0,7.9,18.4,2024.0,Very High (90-100%),Schleicher County,7.9,18.4,100.0,2024.0,,,,,,,,,,,,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,7.9,18.4,100.0,False,True,False,True,False,15.8,36.19814206817856,100.0,100.0,47.17944262045357,Tier 5: Maintain/Monitor,,,
228,SCHLEICHER CO,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,,,,False,True,False,False,False,0.0,34.573360982542376,100.0,0.0,30.372008294762715,No Academic Data,,,,,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,34.573360982542376,100.0,100.0,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,SCURRY,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,11.740041928721174,2.9350104821802936,20.166666666666668,25.5,62.53333333333333,False,True,False,False,False,40.333333333333336,51.887794669440645,97.06498951781973,62.53333333333333,57.3660029710628,Tier 5: Maintain/Monitor,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,70.0,20.0,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,11.740041928721174,2.9350104821802936,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,2.9350104821802936,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,11.740041928721174,2.9350104821802936,False,51.887794669440645,82.74,88.25995807127883,0.0,⚫ Small Market,Scurry County,62.53333333333333,20.166666666666668,25.5,2024.0,Moderate (60-75%),Scurry County,20.166666666666668,25.5,62.53333333333333,2024.0,,,,,,,,,,,,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,11.740041928721174,2.9350104821802936,20.166666666666668,25.5,62.53333333333333,False,True,False,False,False,40.333333333333336,51.887794669440645,97.06498951781973,62.53333333333333,57.3660029710628,Tier 5: Maintain/Monitor,14.0,477.0,2.9350104821802936
230,SHACKELFORD,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,24.324324324324326,0.0,11.6,37.2,74.3,False,True,False,True,False,23.2,36.311032646374976,100.0,74.3,47.603309793912494,Tier 5: Maintain/Monitor,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,24.324324324324326,0.0,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,24.324324324324326,0.0,False,36.311032646374976,100.0,75.67567567567568,0.0,⚫ Small Market,Shackelford County,74.3,11.6,37.2,2024.0,Moderate (60-75%),Shackelford County,11.6,37.2,74.3,2024.0,,,,,,,,,,,,74.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,24.324324324324326,0.0,11.6,37.2,74.3,False,True,False,True,False,23.2,36.311032646374976,100.0,74.3,47.603309793912494,Tier 5: Maintain/Monitor,,,
231,SHACKELFORD C,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,Texas Tech,6.0,9.375,0.0,,,,False,True,False,False,False,0.0,35.10752281183271,100.0,0.0,30.53225684354981,No Academic Data,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,Texas Tech,6.0,9.375,0.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,Texas Tech,6.0,9.375,0.0,False,35.10752281183271,100.0,90.625,0.0,⚫ Small Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
