District,DistName,County,CntyName,Region,RegnName,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,Year
237905,Royal ISD,237,Waller County,4,Houston,<175,<150,80.5,<25,2.1,<25,9.3,2024
238902,Monahans-Wickett-Pyote ISD,238,Ward County,18,Midland,<150,<125,83.9,<25,2.6,<25,11.3,2024
238904,Grandfalls-Royalty ISD,238,Ward County,18,Midland,<25,<25,50.0,<25,,<25,,2024
239901,Brenham ISD,239,Washington County,6,Huntsville,356,208,58.4,43,20.7,84,40.4,2024
239903,Burton ISD,239,Washington County,6,Huntsville,<50,<50,93.5,<25,10.3,<25,17.2,2024
240503,Texas A&M International University,240,Webb County,1,Edinburg,<25,<50,,<25,36.8,<50,71.1,2024
240801,Triumph Public HS-Laredo,240,Webb County,1,Edinburg,<100,<25,10.1,<25,,<25,,2024
240901,Laredo ISD,240,Webb County,1,Edinburg,"1,448","1,142",78.9,51,4.5,117,10.2,2024
240903,United ISD,240,Webb County,1,Edinburg,"3,134","2,041",65.1,182,8.9,405,19.8,2024
240904,Webb CISD,240,Webb County,1,Edinburg,<25,<25,12.5,<25,,<25,,2024
241901,Boling ISD,241,Wharton County,3,Victoria,<100,<25,30.7,<25,4.3,<25,34.8,2024
241902,East Bernard ISD,241,Wharton County,3,Victoria,<100,<75,72.5,<25,19.0,<25,39.7,2024
241903,El Campo ISD,241,Wharton County,3,Victoria,<250,<75,21.9,<25,20.4,<25,29.6,2024
241904,Wharton ISD,241,Wharton County,3,Victoria,<150,<150,93.0,<25,1.5,<25,5.3,2024
241906,Louise ISD,241,Wharton County,3,Victoria,<50,<25,35.7,<25,,<25,6.7,2024
242902,Shamrock ISD,242,Wheeler County,16,Amarillo,<25,<25,25.0,<25,20.0,<25,20.0,2024
242903,Wheeler ISD,242,Wheeler County,16,Amarillo,<50,<25,48.6,<25,23.5,<25,17.6,2024
242905,Kelton ISD,242,Wheeler County,16,Amarillo,<25,<25,16.7,<25,,<25,,2024
242906,Fort Elliott CISD,242,Wheeler County,16,Amarillo,<25,<25,100.0,<25,,<25,14.3,2024
243901,Burkburnett ISD,243,Wichita County,9,Wichita Falls,214,151,70.6,27,17.9,48,31.8,2024
243902,Electra ISD,243,Wichita County,9,Wichita Falls,<25,<50,100.0,<25,8.0,<25,28.0,2024
243903,Iowa Park CISD,243,Wichita County,9,Wichita Falls,<125,<75,44.3,<25,37.0,<25,42.6,2024
243905,Wichita Falls ISD,243,Wichita County,9,Wichita Falls,876,330,37.7,90,27.3,132,40.0,2024
243906,City View ISD,243,Wichita County,9,Wichita Falls,<75,<25,28.8,<25,23.5,<25,23.5,2024
244901,Harrold ISD,244,Wilbarger County,9,Wichita Falls,<25,<25,100.0,<25,10.0,<25,10.0,2024
244903,Vernon ISD,244,Wilbarger County,9,Wichita Falls,137,114,83.2,10,8.8,12,10.5,2024
244905,Northside ISD,244,Wilbarger County,9,Wichita Falls,<25,<25,100.0,<25,50.0,<25,56.3,2024
245901,Lasara ISD,245,Willacy County,1,Edinburg,<25,<25,91.7,<25,,<25,,2024
245902,Lyford CISD,245,Willacy County,1,Edinburg,<125,<125,89.6,<25,2.9,<25,2.9,2024
245903,Raymondville ISD,245,Willacy County,1,Edinburg,<125,<100,78.6,<25,1.1,<25,,2024
245904,San Perlita ISD,245,Willacy County,1,Edinburg,<25,<25,71.4,<25,,<25,,2024
246801,Meridian World School LLC,246,Williamson County,13,Austin,<100,<75,94.8,<75,72.6,<75,72.6,2024
246902,Florence ISD,246,Williamson County,13,Austin,<100,<50,49.0,<25,6.4,<25,21.3,2024
246904,Georgetown ISD,246,Williamson County,13,Austin,"1,017",845,83.1,147,17.4,252,29.8,2024
246905,Granger ISD,246,Williamson County,13,Austin,<50,<25,22.2,<25,16.7,<25,66.7,2024
246906,Hutto ISD,246,Williamson County,13,Austin,616,186,30.2,46,24.7,87,46.8,2024
246907,Jarrell ISD,246,Williamson County,13,Austin,<225,<200,98.5,<25,3.0,<25,11.6,2024
246908,Liberty Hill ISD,246,Williamson County,13,Austin,473,386,81.6,103,26.7,169,43.8,2024
246909,Round Rock ISD,246,Williamson County,13,Austin,"3,572","3,428",96.0,"1,343",39.2,"1,803",52.6,2024
246911,Taylor ISD,246,Williamson County,13,Austin,<275,<250,88.2,<25,5.8,<50,16.7,2024
246912,Thrall ISD,246,Williamson County,13,Austin,71,63,88.7,11,17.5,23,36.5,2024
246913,Leander ISD,246,Williamson County,13,Austin,"3,219","3,065",95.2,"1,167",38.1,"1,684",54.9,2024
247901,Floresville ISD,247,Wilson County,20,San Antonio,<300,<275,84.9,<25,5.5,<50,16.1,2024
247903,La Vernia ISD,247,Wilson County,20,San Antonio,<200,<225,100.0,<50,16.9,<100,36.2,2024
247904,Poth ISD,247,Wilson County,20,San Antonio,<75,<50,66.2,<25,15.6,<25,46.7,2024
247906,Stockdale ISD,247,Wilson County,20,San Antonio,<75,<50,55.4,<25,6.5,<25,9.7,2024
248901,Kermit ISD,248,Winkler County,18,Midland,<75,<75,94.5,<25,5.8,<25,4.3,2024
248902,Wink-Loving ISD,248,Winkler County,18,Midland,<50,<25,54.8,<25,17.6,<25,35.3,2024
249901,Alvord ISD,249,Wise County,11,Fort Worth,<75,<50,49.0,<25,32.0,<25,44.0,2024
249902,Boyd ISD,249,Wise County,11,Fort Worth,83,68,81.9,7,10.3,14,20.6,2024
249903,Bridgeport ISD,249,Wise County,11,Fort Worth,<150,<150,89.7,<25,4.6,<25,16.0,2024
249904,Chico ISD,249,Wise County,11,Fort Worth,<50,<50,100.0,<25,3.4,<25,13.8,2024
249905,Decatur ISD,249,Wise County,11,Fort Worth,<300,<250,88.2,<50,13.0,<75,26.4,2024
249906,Paradise ISD,249,Wise County,11,Fort Worth,<100,<75,60.9,<25,19.6,<25,32.1,2024
249908,Slidell ISD,249,Wise County,11,Fort Worth,<50,<50,100.0,<25,7.7,<25,15.4,2024
250902,Hawkins ISD,250,Wood County,7,Kilgore,<50,<25,40.8,<25,15.0,<25,25.0,2024
250903,Mineola ISD,250,Wood County,7,Kilgore,<100,<25,24.7,<25,17.4,<25,26.1,2024
250904,Quitman ISD,250,Wood County,7,Kilgore,108,56,51.9,12,21.4,22,39.3,2024
250905,Yantis ISD,250,Wood County,7,Kilgore,<50,<50,100.0,<25,8.6,<25,5.7,2024
250906,Alba-Golden ISD,250,Wood County,7,Kilgore,57,28,49.1,10,35.7,14,50.0,2024
250907,Winnsboro ISD,250,Wood County,7,Kilgore,<125,<100,68.4,<25,26.3,<50,45.0,2024
251901,Denver City ISD,251,Yoakum County,17,Lubbock,<125,<50,41.8,<25,13.0,<25,13.0,2024
251902,Plains ISD,251,Yoakum County,17,Lubbock,<50,<25,60.0,<25,,<25,11.1,2024
252901,Graham ISD,252,Young County,9,Wichita Falls,138,70,50.7,19,27.1,25,35.7,2024
252902,Newcastle ISD,252,Young County,9,Wichita Falls,<25,<25,70.0,<25,21.4,<25,57.1,2024
252903,Olney ISD,252,Young County,9,Wichita Falls,56,41,73.2,9,22.0,16,39.0,2024
253901,Zapata County ISD,253,Zapata County,1,Edinburg,<250,<200,75.3,<25,1.6,<25,3.2,2024
254901,Crystal City ISD,254,Zavala County,20,San Antonio,<125,<50,25.6,<25,,<25,3.2,2024
254902,La Pryor ISD,254,Zavala County,20,San Antonio,<50,<50,93.9,<25,,<25,,2024
