District,DistName,County,CntyName,Region,RegnName,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,Year
107905,Eustace ISD,107,Henderson County,7,Kilgore,<100,<50,40.2,<25,7.7,<25,20.5,2024
107906,Malakoff ISD,107,Henderson County,7,Kilgore,<100,<100,95.8,<25,2.2,<25,8.8,2024
107907,Trinidad ISD,107,Henderson County,7,Kilgore,<25,<25,100.0,<25,,<25,,2024
107910,LaPoyner ISD,107,Henderson County,7,Kilgore,<50,<50,78.0,<25,15.6,<25,25.0,2024
108804,Triumph Public HS-Rio Grande,108,Hidalgo County,1,Edinburg,<225,<25,8.8,<25,5.6,<25,5.6,2024
108807,IDEA Public Schools,108,Hidalgo County,1,Edinburg,"2,291","2,629",100.0,407,15.5,557,21.2,2024
108808,Vanguard Academy,108,Hidalgo County,1,Edinburg,215,177,82.3,21,11.9,30,16.9,2024
108902,Donna ISD,108,Hidalgo County,1,Edinburg,<875,<725,83.5,<25,3.2,<50,4.5,2024
108903,Edcouch-Elsa ISD,108,Hidalgo County,1,Edinburg,<350,<225,66.8,<25,4.1,<25,5.9,2024
108904,Edinburg CISD,108,Hidalgo County,1,Edinburg,"2,419",916,37.9,129,14.1,216,23.6,2024
108905,Hidalgo ISD,108,Hidalgo County,1,Edinburg,<250,<250,97.6,<25,2.1,<25,5.4,2024
108906,McAllen ISD,108,Hidalgo County,1,Edinburg,"1,617","1,519",93.9,163,10.7,311,20.5,2024
108907,Mercedes ISD,108,Hidalgo County,1,Edinburg,331,238,71.9,5,2.1,12,5.0,2024
108908,Mission CISD,108,Hidalgo County,1,Edinburg,"1,025",873,85.2,41,4.7,114,13.1,2024
108909,Pharr-San Juan-Alamo ISD,108,Hidalgo County,1,Edinburg,"2,276","1,938",85.1,72,3.7,207,10.7,2024
108910,Progreso ISD,108,Hidalgo County,1,Edinburg,<150,<125,84.8,<25,4.7,<25,2.8,2024
108911,Sharyland ISD,108,Hidalgo County,1,Edinburg,877,793,90.4,83,10.5,186,23.5,2024
108912,La Joya ISD,108,Hidalgo County,1,Edinburg,"1,869","1,434",76.7,98,6.8,120,8.4,2024
108913,Weslaco ISD,108,Hidalgo County,1,Edinburg,"<1,250",<825,67.0,<75,7.8,<100,9.5,2024
108914,La Villa ISD,108,Hidalgo County,1,Edinburg,<50,<50,89.5,<25,,<25,2.9,2024
108915,Monte Alto ISD,108,Hidalgo County,1,Edinburg,<75,<75,100.0,<25,,<25,,2024
108916,Valley View ISD,108,Hidalgo County,1,Edinburg,302,172,57.0,20,11.6,25,14.5,2024
109901,Abbott ISD,109,Hill County,12,Waco,<25,<25,30.0,<25,16.7,<25,33.3,2024
109902,Bynum ISD,109,Hill County,12,Waco,<25,<25,31.3,<25,20.0,<25,20.0,2024
109903,Covington ISD,109,Hill County,12,Waco,<25,<25,82.4,<25,7.1,<25,14.3,2024
109904,Hillsboro ISD,109,Hill County,12,Waco,130,35,26.9,8,22.9,15,42.9,2024
109905,Hubbard ISD,109,Hill County,12,Waco,<50,<25,38.7,<25,33.3,<25,41.7,2024
109907,Itasca ISD,109,Hill County,12,Waco,<50,<50,93.2,<25,4.9,<25,12.2,2024
109911,Whitney ISD,109,Hill County,12,Waco,<125,<75,55.6,<25,18.3,<50,41.7,2024
109912,Aquilla ISD,109,Hill County,12,Waco,<50,<25,74.1,<25,5.0,<25,20.0,2024
109913,Blum ISD,109,Hill County,12,Waco,<50,<50,100.0,<25,14.8,<25,25.9,2024
109914,Penelope ISD,109,Hill County,12,Waco,<25,<25,58.3,<25,14.3,<25,21.4,2024
110902,Levelland ISD,110,Hockley County,17,Lubbock,<175,<125,79.5,<25,10.0,<25,11.7,2024
110905,Ropes ISD,110,Hockley County,17,Lubbock,<50,<25,58.5,<25,33.3,<25,70.8,2024
110906,Smyer ISD,110,Hockley County,17,Lubbock,<50,<50,100.0,<25,21.1,<25,28.9,2024
110907,Sundown ISD,110,Hockley County,17,Lubbock,<50,<50,83.8,<25,22.6,<25,45.2,2024
110908,Whitharral ISD,110,Hockley County,17,Lubbock,<25,<25,80.0,<25,,<25,12.5,2024
111901,Granbury ISD,111,Hood County,11,Fort Worth,<525,<200,36.3,<50,20.8,<100,41.5,2024
111902,Lipan ISD,111,Hood County,11,Fort Worth,<50,<25,20.0,<25,16.7,<25,50.0,2024
111903,Tolar ISD,111,Hood County,11,Fort Worth,71,41,57.7,8,19.5,14,34.1,2024
112901,Sulphur Springs ISD,112,Hopkins County,8,Mt Pleasant,277,132,47.7,35,26.5,46,34.8,2024
112905,Cumby Collegiate ISD,112,Hopkins County,8,Mt Pleasant,<25,<25,90.9,<25,5.0,<25,20.0,2024
112906,North Hopkins ISD,112,Hopkins County,8,Mt Pleasant,<50,<50,83.3,<25,10.0,<25,13.3,2024
112907,Miller Grove ISD,112,Hopkins County,8,Mt Pleasant,<50,<25,60.0,<25,13.3,<25,26.7,2024
112908,Como-Pickton CISD,112,Hopkins County,8,Mt Pleasant,<50,<25,32.6,<25,21.4,<25,42.9,2024
112909,Saltillo ISD,112,Hopkins County,8,Mt Pleasant,<25,<25,81.3,<25,7.7,<25,23.1,2024
112910,Sulphur Bluff ISD,112,Hopkins County,8,Mt Pleasant,<50,<25,48.1,<25,7.7,<25,30.8,2024
113901,Crockett ISD,113,Houston County,6,Huntsville,<100,<50,51.1,<25,8.5,<25,17.0,2024
113902,Grapeland ISD,113,Houston County,6,Huntsville,<50,<25,62.1,<25,,<25,5.6,2024
113903,Lovelady ISD,113,Houston County,6,Huntsville,<50,<50,63.3,<25,16.1,<25,29.0,2024
113905,Latexo ISD,113,Houston County,6,Huntsville,<50,<50,100.0,<25,17.6,<25,32.4,2024
113906,Kennard ISD,113,Houston County,6,Huntsville,<25,<25,41.7,<25,40.0,<25,60.0,2024
114901,Big Spring ISD,114,Howard County,18,Midland,247,50,20.2,13,26.0,17,34.0,2024
114902,Coahoma ISD,114,Howard County,18,Midland,<25,<25,,<25,,<25,20.0,2024
114904,Forsan ISD,114,Howard County,18,Midland,<75,<50,60.3,<25,23.7,<25,28.9,2024
115901,Ft Hancock ISD,115,Hudspeth County,19,El Paso,<50,<50,93.1,<25,3.7,<25,18.5,2024
115902,Sierra Blanca ISD,115,Hudspeth County,19,El Paso,<25,<25,30.0,<25,,<25,,2024
115903,Dell City ISD,115,Hudspeth County,19,El Paso,<25,<25,100.0,<25,,<25,,2024
116901,Caddo Mills ISD,116,Hunt County,10,Richardson,146,148,100.0,22,14.9,40,27.0,2024
116902,Celeste ISD,116,Hunt County,10,Richardson,<50,<25,27.9,<25,33.3,<25,41.7,2024
116903,Commerce ISD,116,Hunt County,10,Richardson,<125,<75,40.7,<25,12.0,<25,22.0,2024
116905,Greenville ISD,116,Hunt County,10,Richardson,<375,<300,78.4,<25,6.6,<50,14.0,2024
116906,Lone Oak ISD,116,Hunt County,10,Richardson,69,35,50.7,9,25.7,13,37.1,2024
116908,Quinlan ISD,116,Hunt County,10,Richardson,<200,<100,45.6,<25,5.7,<25,21.6,2024
116909,Wolfe City ISD,116,Hunt County,10,Richardson,<75,<50,60.8,<25,25.8,<25,35.5,2024
116910,Campbell ISD,116,Hunt County,10,Richardson,<25,<25,26.7,<25,25.0,<25,25.0,2024
116915,Bland ISD,116,Hunt County,10,Richardson,<75,<50,56.0,<25,17.9,<25,42.9,2024
116916,Boles ISD,116,Hunt County,10,Richardson,<50,<50,95.7,<25,8.9,<25,11.1,2024
117901,Borger ISD,117,Hutchinson County,16,Amarillo,<200,<175,86.6,<25,6.8,<25,12.3,2024
117903,Sanford-Fritch ISD,117,Hutchinson County,16,Amarillo,<75,<50,84.0,<25,9.5,<25,14.3,2024
117904,Plemons-Stinnett-Phillips CISD,117,Hutchinson County,16,Amarillo,<50,<25,50.0,<25,4.8,<25,14.3,2024
118902,Irion County ISD,118,Irion County,15,San Angelo,<25,<25,100.0,<25,13.0,<25,26.1,2024
119901,Bryson ISD,119,Jack County,9,Wichita Falls,<25,<25,60.0,<25,11.1,<25,33.3,2024
119902,Jacksboro ISD,119,Jack County,9,Wichita Falls,82,57,69.5,15,26.3,23,40.4,2024
119903,Perrin-Whitt CISD,119,Jack County,9,Wichita Falls,<50,<50,96.2,<25,,<25,,2024
120901,Edna ISD,120,Jackson County,3,Victoria,<125,<50,45.4,<25,8.2,<25,28.6,2024
120902,Ganado ISD,120,Jackson County,3,Victoria,<50,<25,31.3,<25,20.0,<25,40.0,2024
120905,Industrial ISD,120,Jackson County,3,Victoria,<100,<100,100.0,<25,18.8,<50,48.2,2024
121902,Brookeland ISD,121,Jasper County,5,Beaumont,<25,<25,55.6,<25,,<25,10.0,2024
121903,Buna ISD,121,Jasper County,5,Beaumont,88,79,89.8,5,6.3,19,24.1,2024
121904,Jasper ISD,121,Jasper County,5,Beaumont,<175,<125,67.1,<25,10.6,<25,18.3,2024
121905,Kirbyville CISD,121,Jasper County,5,Beaumont,<100,<75,79.8,<25,7.0,<25,14.1,2024
121906,Evadale ISD,121,Jasper County,5,Beaumont,<50,<50,83.3,<25,,<25,12.0,2024
122901,Ft Davis ISD,122,Jeff Davis County,18,Midland,<25,<25,88.2,<25,13.3,<25,20.0,2024
123503,Texas Academy of Leadership in the,123,Jefferson County,5,Beaumont,<25,<25,,<25,83.3,<25,91.7,2024
123803,Tekoa Academy of Accelerated,123,Jefferson County,5,Beaumont,<25,<25,7.7,<25,,<25,,2024
123807,Bob Hope School,123,Jefferson County,5,Beaumont,<125,<125,100.0,<25,2.5,<25,15.6,2024
123905,Nederland ISD,123,Jefferson County,5,Beaumont,<350,<225,64.5,<50,23.2,<100,40.8,2024
123907,Port Arthur ISD,123,Jefferson County,5,Beaumont,<450,<175,36.3,<25,4.5,<25,9.0,2024
123908,Port Neches-Groves ISD,123,Jefferson County,5,Beaumont,<375,<250,62.0,<50,12.6,<75,30.9,2024
123910,Beaumont ISD,123,Jefferson County,5,Beaumont,"1,023",699,68.3,55,7.9,104,14.9,2024
123913,Sabine Pass ISD,123,Jefferson County,5,Beaumont,<50,<50,96.2,<25,16.0,<25,24.0,2024
123914,Hamshire-Fannett ISD,123,Jefferson County,5,Beaumont,<150,<150,100.0,<25,2.8,<25,9.8,2024
124901,Jim Hogg County ISD,124,Jim Hogg County,1,Edinburg,<100,<100,95.1,<25,1.3,<25,6.4,2024
125901,Alice ISD,125,Jim Wells County,2,Corpus Christi,<300,<50,12.4,<25,16.7,<25,16.7,2024
125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,2,Corpus Christi,<50,<25,2.8,<25,,<25,,2024
125903,Orange Grove ISD,125,Jim Wells County,2,Corpus Christi,<150,<125,78.7,<25,13.0,<25,16.0,2024
125905,Premont ISD,125,Jim Wells County,2,Corpus Christi,<50,<50,84.8,<25,7.7,<25,7.7,2024
126901,Alvarado ISD,126,Johnson County,11,Fort Worth,275,262,95.3,18,6.9,52,19.8,2024
126902,Burleson ISD,126,Johnson County,11,Fort Worth,"1,017",737,72.5,134,18.2,156,21.2,2024
126903,Cleburne ISD,126,Johnson County,11,Fort Worth,475,156,32.8,27,17.3,42,26.9,2024
126904,Grandview ISD,126,Johnson County,11,Fort Worth,117,72,61.5,16,22.2,29,40.3,2024
126905,Joshua ISD,126,Johnson County,11,Fort Worth,<450,<400,88.2,<50,11.8,<100,23.6,2024
126906,Keene ISD,126,Johnson County,11,Fort Worth,<100,<50,43.8,<25,10.3,<25,33.3,2024
126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,<50,<25,47.8,<25,,<25,4.5,2024
126908,Venus ISD,126,Johnson County,11,Fort Worth,<175,<75,35.9,<25,3.6,<25,21.4,2024
126911,Godley ISD,126,Johnson County,11,Fort Worth,<225,<175,80.2,<25,10.6,<50,21.8,2024
127901,Anson ISD,127,Jones County,14,Abilene,<75,<50,65.4,<25,20.6,<25,26.5,2024
127903,Hamlin Collegiate ISD,127,Jones County,14,Abilene,<50,<50,96.2,<25,4.0,<25,4.0,2024
127904,Hawley ISD,127,Jones County,14,Abilene,<75,<75,94.9,<25,7.1,<25,10.7,2024
127905,Lueders-Avoca ISD,127,Jones County,14,Abilene,<25,<25,37.5,<25,,<25,,2024
127906,Stamford ISD,127,Jones County,14,Abilene,<50,<25,63.2,<25,8.3,<25,16.7,2024
128901,Karnes City ISD,128,Karnes County,20,San Antonio,<100,<25,16.0,<25,16.7,<25,33.3,2024
128902,Kenedy ISD,128,Karnes County,3,Victoria,<75,<75,88.5,<25,1.9,<25,3.7,2024
128903,Runge ISD,128,Karnes County,3,Victoria,<25,<25,76.9,<25,10.0,<25,20.0,2024
128904,Falls City ISD,128,Karnes County,20,San Antonio,<50,<50,96.9,<25,35.5,<25,64.5,2024
129901,Crandall ISD,129,Kaufman County,10,Richardson,<450,<400,85.6,<25,3.7,<50,9.6,2024
129902,Forney ISD,129,Kaufman County,10,Richardson,"1,094",572,52.3,108,18.9,172,30.1,2024
129903,Kaufman ISD,129,Kaufman County,10,Richardson,<350,<325,88.1,<25,5.3,<50,11.2,2024
129904,Kemp ISD,129,Kaufman County,10,Richardson,<150,<25,12.0,<25,6.3,<25,18.8,2024
129905,Mabank ISD,129,Kaufman County,10,Richardson,271,132,48.7,21,15.9,44,33.3,2024
129906,Terrell ISD,129,Kaufman County,10,Richardson,<400,<325,80.6,<25,2.3,<25,5.9,2024
129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,<100,<100,92.9,<25,6.6,<25,15.4,2024
130901,Boerne ISD,130,Kendall County,20,San Antonio,827,763,92.3,249,32.6,389,51.0,2024
130902,Comfort ISD,130,Kendall County,20,San Antonio,92,54,58.7,11,20.4,16,29.6,2024
132902,Jayton-Girard ISD,132,Kent County,17,Lubbock,<25,<25,100.0,<25,20.0,<25,20.0,2024
133901,Center Point ISD,133,Kerr County,20,San Antonio,<50,<50,78.0,<25,,<25,15.6,2024
133903,Kerrville ISD,133,Kerr County,20,San Antonio,360,306,85.0,67,21.9,110,35.9,2024
133904,Ingram ISD,133,Kerr County,20,San Antonio,<100,<100,100.0,<25,16.8,<25,18.9,2024
134901,Junction ISD,134,Kimble County,15,San Angelo,<25,<25,58.3,<25,14.3,<25,28.6,2024
135001,Guthrie CSD,135,King County,17,Lubbock,<25,<25,100.0,<25,14.3,<25,28.6,2024
136901,Brackett ISD,136,Kinney County,20,San Antonio,<50,<50,100.0,<25,9.5,<25,28.6,2024
137901,Kingsville ISD,137,Kleberg County,2,Corpus Christi,<200,<125,60.7,<25,2.5,<25,9.2,2024
137903,Riviera ISD,137,Kleberg County,2,Corpus Christi,<75,<50,80.0,<25,,<25,17.5,2024
137904,Santa Gertrudis ISD,137,Kleberg County,2,Corpus Christi,89,61,68.5,13,21.3,21,34.4,2024
138902,Knox City-O'Brien CISD,138,Knox County,9,Wichita Falls,<25,<25,60.0,<25,33.3,<25,33.3,2024
138903,Munday CISD,138,Knox County,9,Wichita Falls,<25,<25,85.0,<25,23.5,<25,23.5,2024
139905,Chisum ISD,139,Lamar County,8,Mt Pleasant,<75,<50,45.8,<25,21.2,<25,30.3,2024
139909,Paris ISD,139,Lamar County,8,Mt Pleasant,<275,<125,44.5,<50,27.4,<50,38.1,2024
139911,North Lamar ISD,139,Lamar County,8,Mt Pleasant,<150,<75,47.6,<25,33.3,<50,36.2,2024
139912,Prairiland ISD,139,Lamar County,8,Mt Pleasant,<75,<25,40.0,<25,33.3,<25,33.3,2024
140901,Amherst ISD,140,Lamb County,17,Lubbock,<25,<25,66.7,<25,,<25,,2024
140904,Littlefield ISD,140,Lamb County,17,Lubbock,<100,<100,88.4,<25,2.6,<25,9.2,2024
140905,Olton ISD,140,Lamb County,17,Lubbock,<50,<50,89.1,<25,4.9,<25,7.3,2024
140907,Springlake-Earth ISD,140,Lamb County,17,Lubbock,<50,<25,37.0,<25,10.0,<25,10.0,2024
140908,Sudan ISD,140,Lamb County,17,Lubbock,<50,<50,96.9,<25,22.6,<25,29.0,2024
141901,Lampasas ISD,141,Lampasas County,12,Waco,<250,<150,55.0,<25,16.7,<50,34.1,2024
141902,Lometa ISD,141,Lampasas County,12,Waco,<25,<25,35.0,<25,,<25,14.3,2024
142901,Cotulla ISD,142,La Salle County,20,San Antonio,<100,<75,77.9,<25,1.4,<25,4.1,2024
143901,Hallettsville ISD,143,Lavaca County,3,Victoria,<125,<75,62.4,<25,17.5,<25,36.5,2024
143902,Moulton ISD,143,Lavaca County,3,Victoria,<25,<25,57.1,<25,16.7,<25,25.0,2024
143903,Shiner ISD,143,Lavaca County,3,Victoria,40,33,82.5,10,30.3,19,57.6,2024
143906,Ezzell ISD,143,Lavaca County,3,Victoria,<25,<25,12.5,<25,,<25,,2024
144901,Giddings ISD,144,Lee County,13,Austin,<150,<75,49.6,<25,10.4,<25,32.8,2024
144902,Lexington ISD,144,Lee County,13,Austin,<100,<100,100.0,<25,8.5,<25,14.6,2024
144903,Dime Box ISD,144,Lee County,13,Austin,<25,<25,100.0,<25,,<25,,2024
145901,Buffalo ISD,145,Leon County,6,Huntsville,<75,<50,58.3,<25,14.3,<25,31.0,2024
145902,Centerville ISD,145,Leon County,6,Huntsville,<50,<50,63.0,<25,6.9,<25,20.7,2024
145906,Normangee ISD,145,Leon County,6,Huntsville,<50,<50,70.5,<25,12.9,<25,19.4,2024
145907,Oakwood ISD,145,Leon County,6,Huntsville,<25,<25,100.0,<25,,<25,,2024
145911,Leon ISD,145,Leon County,6,Huntsville,59,41,69.5,5,12.2,16,39.0,2024
146901,Cleveland ISD,146,Liberty County,4,Houston,776,640,82.5,14,2.2,43,6.7,2024
146902,Dayton ISD,146,Liberty County,4,Houston,<350,<200,54.2,<25,9.6,<50,20.7,2024
146904,Hardin ISD,146,Liberty County,5,Beaumont,<100,<25,31.2,<25,8.3,<25,25.0,2024
146905,Hull-Daisetta ISD,146,Liberty County,5,Beaumont,<25,<25,100.0,<25,,<25,,2024
146906,Liberty ISD,146,Liberty County,5,Beaumont,<175,<75,40.9,<25,11.1,<25,30.2,2024
146907,Tarkington ISD,146,Liberty County,4,Houston,<125,<100,67.5,<25,9.1,<25,20.8,2024
147901,Coolidge ISD,147,Limestone County,12,Waco,<25,<25,5.3,<25,100.0,<25,100.0,2024
147902,Groesbeck ISD,147,Limestone County,12,Waco,<125,<50,43.4,<25,4.1,<25,18.4,2024
147903,Mexia ISD,147,Limestone County,12,Waco,136,117,86.0,6,5.1,6,5.1,2024
148901,Booker ISD,148,Lipscomb County,16,Amarillo,<25,<25,61.9,<25,15.4,<25,7.7,2024
148902,Follett ISD,148,Lipscomb County,16,Amarillo,<25,<25,100.0,<25,28.6,<25,28.6,2024
149901,George West ISD,149,Live Oak County,2,Corpus Christi,54,27,50.0,10,37.0,11,40.7,2024
149902,Three Rivers ISD,149,Live Oak County,2,Corpus Christi,<75,<50,90.6,<25,,<25,10.4,2024
150901,Llano ISD,150,Llano County,13,Austin,135,74,54.8,17,23.0,27,36.5,2024
152504,Texas Tech University K-12,152,Lubbock County,17,Lubbock,110,30,27.3,19,63.3,23,76.7,2024
152901,Lubbock ISD,152,Lubbock County,17,Lubbock,"1,553","1,274",82.0,149,11.7,260,20.4,2024
152902,New Deal ISD,152,Lubbock County,17,Lubbock,<50,<75,100.0,<25,9.8,<25,17.6,2024
152903,Slaton ISD,152,Lubbock County,17,Lubbock,<100,<25,18.5,<25,13.3,<25,20.0,2024
152906,Lubbock-Cooper ISD,152,Lubbock County,17,Lubbock,<500,<350,67.7,<75,18.3,<125,36.9,2024
152907,Frenship ISD,152,Lubbock County,17,Lubbock,731,679,92.9,83,12.2,169,24.9,2024
152908,Roosevelt ISD,152,Lubbock County,17,Lubbock,<75,<50,51.5,<25,11.4,<25,20.0,2024
152909,Shallowater ISD,152,Lubbock County,17,Lubbock,112,106,94.6,24,22.6,44,41.5,2024
152910,Idalou ISD,152,Lubbock County,17,Lubbock,<75,<75,96.8,<25,13.1,<25,31.1,2024
153903,O'Donnell ISD,153,Lynn County,17,Lubbock,<25,<25,95.7,<25,4.5,<25,4.5,2024
153904,Tahoka ISD,153,Lynn County,17,Lubbock,<50,<50,100.0,<25,10.3,<25,7.7,2024
153905,New Home ISD,153,Lynn County,17,Lubbock,<50,<50,100.0,<25,9.5,<25,50.0,2024
153907,Wilson ISD,153,Lynn County,17,Lubbock,<25,<25,66.7,<25,,<25,25.0,2024
154901,Madisonville CISD,154,Madison County,6,Huntsville,<175,<75,46.7,<25,19.7,<50,35.2,2024
154903,North Zulch ISD,154,Madison County,6,Huntsville,<25,<25,60.9,<25,14.3,<25,35.7,2024
155901,Jefferson ISD,155,Marion County,8,Mt Pleasant,<100,<25,30.3,<25,13.0,<25,30.4,2024
156902,Stanton ISD,156,Martin County,18,Midland,<75,<75,91.2,<25,3.2,<25,6.5,2024
156905,Grady ISD,156,Martin County,18,Midland,<25,<25,100.0,<25,25.0,<25,25.0,2024
157901,Mason ISD,157,Mason County,15,San Angelo,<75,<50,92.3,<25,25.0,<25,43.8,2024
158901,Bay City ISD,158,Matagorda County,3,Victoria,<225,<100,37.9,<25,7.4,<25,14.8,2024
158902,Tidehaven ISD,158,Matagorda County,3,Victoria,<75,<25,29.5,<25,,<25,16.7,2024
158905,Palacios ISD,158,Matagorda County,3,Victoria,<100,<75,64.7,<25,7.3,<25,20.0,2024
158906,Van Vleck ISD,158,Matagorda County,3,Victoria,<100,<50,50.0,<25,10.3,<25,23.1,2024
159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,"<1,000",<950,93.2,<75,6.0,<175,16.4,2024
160901,Brady ISD,160,McCulloch County,15,San Angelo,73,65,89.0,8,12.3,12,18.5,2024
160904,Rochelle ISD,160,McCulloch County,15,San Angelo,<25,<25,88.9,<25,12.5,<25,,2024
161802,Rapoport Academy Public School,161,McLennan County,12,Waco,<50,<50,97.9,<25,6.4,<25,21.3,2024
161807,Harmony Public Schools-North Texas,161,McLennan County,12,Waco,559,573,100.0,129,22.5,226,39.4,2024
161901,Crawford ISD,161,McLennan County,12,Waco,<75,<50,53.7,<25,58.6,<25,72.4,2024
161903,Midway ISD,161,McLennan County,12,Waco,689,366,53.1,149,40.7,192,52.5,2024
161906,La Vega ISD,161,McLennan County,12,Waco,<225,<125,55.2,<25,5.7,<25,13.1,2024
161907,Lorena ISD,161,McLennan County,12,Waco,130,79,60.8,21,26.6,31,39.2,2024
161908,Mart ISD,161,McLennan County,12,Waco,<50,<50,100.0,<25,,<25,3.6,2024
161909,McGregor ISD,161,McLennan County,12,Waco,<125,<50,39.4,<25,26.8,<25,41.5,2024
161910,Moody ISD,161,McLennan County,12,Waco,<75,<50,60.0,<25,3.3,<25,20.0,2024
161912,Riesel ISD,161,McLennan County,12,Waco,<50,<50,100.0,<25,6.5,<25,13.0,2024
161914,Waco ISD,161,McLennan County,12,Waco,<825,<600,72.3,<25,3.2,<50,8.2,2024
161916,West ISD,161,McLennan County,12,Waco,<100,<100,100.0,<25,11.7,<25,20.2,2024
161918,Axtell ISD,161,McLennan County,12,Waco,<50,<25,17.9,<25,28.6,<25,28.6,2024
161919,Bruceville-Eddy ISD,161,McLennan County,12,Waco,<50,<25,21.7,<25,40.0,<25,70.0,2024
161920,China Spring ISD,161,McLennan County,12,Waco,241,152,63.1,30,19.7,58,38.2,2024
161921,Connally ISD,161,McLennan County,12,Waco,<150,<75,44.5,<25,4.9,<25,6.6,2024
161922,Robinson ISD,161,McLennan County,12,Waco,148,91,61.5,14,15.4,26,28.6,2024
161923,Bosqueville ISD,161,McLennan County,12,Waco,<50,<50,63.0,<25,17.2,<25,55.2,2024
161925,Gholson ISD,161,McLennan County,12,Waco,<25,<25,47.4,<25,11.1,<25,44.4,2024
162904,McMullen County ISD,162,McMullen County,2,Corpus Christi,20,20,100.0,8,40.0,9,45.0,2024
163901,Devine ISD,163,Medina County,20,San Antonio,<175,<75,46.2,<25,6.9,<25,25.0,2024
163902,D'Hanis ISD,163,Medina County,20,San Antonio,<50,<25,50.0,<25,30.8,<25,46.2,2024
163903,Natalia ISD,163,Medina County,20,San Antonio,<100,<100,82.4,<25,1.3,<25,6.7,2024
163904,Hondo ISD,163,Medina County,20,San Antonio,<125,<125,90.9,<25,5.5,<25,4.5,2024
163908,Medina Valley ISD,163,Medina County,20,San Antonio,498,289,58.0,52,18.0,85,29.4,2024
164901,Menard ISD,164,Menard County,15,San Angelo,<50,<25,66.7,<25,,<25,16.7,2024
165901,Midland ISD,165,Midland County,18,Midland,"1,648",573,34.8,117,20.4,239,41.7,2024
165902,Greenwood ISD,165,Midland County,18,Midland,<175,<200,100.0,<25,7.3,<50,22.5,2024
166901,Cameron ISD,166,Milam County,6,Huntsville,<100,<50,31.3,<25,16.1,<25,45.2,2024
166903,Milano ISD,166,Milam County,6,Huntsville,<50,<25,61.3,<25,31.6,<25,73.7,2024
166904,Rockdale ISD,166,Milam County,6,Huntsville,<100,<75,58.8,<25,10.5,<25,22.8,2024
166905,Thorndale ISD,166,Milam County,13,Austin,<50,<50,97.8,<25,17.8,<25,31.1,2024
166907,Buckholts ISD,166,Milam County,12,Waco,<25,<25,10.0,<25,100.0,<25,100.0,2024
167901,Goldthwaite ISD,167,Mills County,12,Waco,44,27,61.4,6,22.2,9,33.3,2024
167902,Mullin ISD,167,Mills County,12,Waco,<25,<25,12.5,<25,,<25,,2024
167904,Priddy ISD,167,Mills County,12,Waco,<25,<25,,<25,,<25,,2024
168901,Colorado ISD,168,Mitchell County,14,Abilene,<75,<50,61.9,<25,10.3,<25,17.9,2024
168902,Loraine ISD,168,Mitchell County,14,Abilene,<25,<25,36.4,<25,25.0,<25,25.0,2024
168903,Westbrook ISD,168,Mitchell County,14,Abilene,<25,<25,66.7,<25,7.1,<25,14.3,2024
169901,Bowie ISD,169,Montague County,9,Wichita Falls,113,48,42.5,13,27.1,27,56.3,2024
169902,Nocona ISD,169,Montague County,9,Wichita Falls,<50,<50,53.1,<25,15.4,<25,19.2,2024
169906,Gold Burg ISD,169,Montague County,9,Wichita Falls,<25,<25,40.0,<25,,<25,,2024
169909,Prairie Valley ISD,169,Montague County,9,Wichita Falls,<25,<25,88.9,<25,12.5,<25,37.5,2024
169910,Forestburg ISD,169,Montague County,9,Wichita Falls,<25,<25,73.3,<25,,<25,18.2,2024
169911,Saint Jo ISD,169,Montague County,9,Wichita Falls,<25,<25,91.7,<25,4.5,<25,4.5,2024
170902,Conroe ISD,170,Montgomery County,6,Huntsville,"5,047","3,520",69.7,"1,303",37.0,"1,861",52.9,2024
170903,Montgomery ISD,170,Montgomery County,6,Huntsville,750,526,70.1,181,34.4,296,56.3,2024
170904,Willis ISD,170,Montgomery County,6,Huntsville,594,479,80.6,28,5.8,76,15.9,2024
170906,Magnolia ISD,170,Montgomery County,6,Huntsville,"1,066",780,73.2,162,20.8,288,36.9,2024
170907,Splendora ISD,170,Montgomery County,6,Huntsville,<325,<300,90.5,<25,3.6,<50,9.8,2024
170908,New Caney ISD,170,Montgomery County,6,Huntsville,"1,229",572,46.5,79,13.8,99,17.3,2024
171901,Dumas ISD,171,Moore County,16,Amarillo,<275,<125,42.8,<25,19.1,<50,23.6,2024
171902,Sunray Collegiate ISD,171,Moore County,16,Amarillo,<50,<50,100.0,<25,2.9,<25,5.7,2024
172902,Daingerfield-Lone Star ISD,172,Morris County,8,Mt Pleasant,<75,<50,53.4,<25,7.7,<25,10.3,2024
172905,Pewitt CISD,172,Morris County,8,Mt Pleasant,<75,<50,81.5,<25,13.6,<25,13.6,2024
173901,Motley County ISD,173,Motley County,17,Lubbock,<25,<25,100.0,<25,10.0,<25,30.0,2024
174901,Chireno ISD,174,Nacogdoches County,7,Kilgore,<25,<25,77.3,<25,11.8,<25,29.4,2024
