County,Total_All_Schools,TXST,UT Austin,Texas A&M,Texas Tech,Stephen F. Austin,UTSA,UNT,UH,Has_Data,Dominant_School,Dominant_Enrollment,Dominant_Share,TXST_Market_Share,College_Ready_Rate,TSI_Ready_Rate,Participation_Rate,High_Academic_Performance,Low_TXST_Presence,Large_Market,High_Participation,Prime_Target,Academic_Score,Market_Score,TXST_Gap_Score,Participation_Score,Strategic_Opportunity_Score,Opportunity_Tier
CASTRO,204.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,2.450980392156863,0.0,20.65,26.8,81.7,False,True,False,True,False,41.3,44.76769455913153,100.0,81.7,58.12030836773946,Tier 5: Maintain/Monitor
CASS,855.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,True,TXST,6.0,0.7017543859649122,0.7017543859649122,17.914285714285715,18.514285714285712,67.08571428571429,False,True,False,False,False,35.82857142857143,56.788091505459434,99.29824561403508,67.08571428571429,57.936076574444854,Tier 5: Maintain/Monitor
UPSHUR,1277.0,5.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,True,Texas A&M,15.0,1.1746280344557558,0.3915426781519185,16.966666666666665,23.285714285714285,63.771428571428565,False,True,False,False,False,33.93333333333333,60.15875078453446,99.60845732184808,63.771428571428565,57.919792890206146,Tier 5: Maintain/Monitor
JOHNSON,6080.0,108.0,55.0,202.0,223.0,20.0,0.0,288.0,0.0,True,UNT,288.0,4.736842105263158,1.776315789473684,12.6125,23.64444444444444,62.0,False,True,True,False,False,25.225,73.27762701120957,98.22368421052632,62.0,57.91802494546813,Tier 4: Volume Play
CLAY,243.0,0.0,0.0,6.0,17.0,0.0,0.0,5.0,0.0,True,Texas Tech,17.0,6.995884773662551,0.0,20.05,25.575,77.575,False,True,False,True,False,40.1,46.2324040372967,100.0,77.575,57.667221211189016,Tier 5: Maintain/Monitor
UVALDE,867.0,20.0,0.0,21.0,11.0,0.0,58.0,0.0,0.0,True,UTSA,58.0,6.6897347174163775,2.306805074971165,15.266666666666666,22.1,88.425,False,True,False,True,False,30.533333333333328,56.90517305013019,97.69319492502883,88.425,57.66602423337815,Tier 5: Maintain/Monitor
VAL VERDE,887.0,45.0,31.0,46.0,29.0,0.0,103.0,0.0,0.0,True,UTSA,103.0,11.61217587373168,5.0732807215332585,19.85,44.1,53.900000000000006,False,True,False,False,False,39.7,57.096758140972405,94.92671927846675,53.900000000000006,57.384371297985076,Tier 5: Maintain/Monitor
SCURRY,477.0,14.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,11.740041928721174,2.9350104821802936,20.166666666666668,25.5,62.53333333333333,False,True,False,False,False,40.333333333333336,51.887794669440645,97.06498951781971,62.53333333333333,57.3660029710628,Tier 5: Maintain/Monitor
NOLAN,440.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,True,Texas Tech,33.0,7.5,0.0,16.9,26.975,84.35,False,True,False,True,False,33.8,51.210217942325144,100.0,84.35,57.31806538269754,Tier 5: Maintain/Monitor
OCHILTREE,212.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,True,Texas Tech,25.0,11.79245283018868,0.0,25.0,33.3,37.3,True,True,False,False,False,50.0,45.08965623911778,100.0,37.3,57.25689687173533,Tier 2: Strong Opportunity
TOM GREEN,1737.0,20.0,40.0,43.0,139.0,0.0,18.0,10.0,0.0,True,Texas Tech,139.0,8.00230282095567,1.1514104778353482,13.185714285714283,21.457142857142856,80.47142857142856,False,True,False,True,False,26.371428571428567,62.74437819607667,98.84858952216466,80.47142857142856,57.18874564897022,Tier 5: Maintain/Monitor
LLANO,305.0,21.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,True,Texas A&M,37.0,12.131147540983608,6.885245901639345,23.0,36.5,54.8,False,True,False,False,False,46.0,48.1366201888793,93.11475409836065,54.8,56.943936876335925,Tier 5: Maintain/Monitor
WISE,1495.0,0.0,0.0,42.0,67.0,0.0,0.0,51.0,0.0,True,Texas Tech,67.0,4.481605351170568,0.0,12.942857142857145,24.042857142857144,81.38571428571429,False,True,False,True,False,25.88571428571429,61.48334830088993,100.0,81.38571428571429,56.93786163312412,Tier 5: Maintain/Monitor
LAVACA,526.0,40.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,54.0,10.26615969581749,7.604562737642586,21.5,39.7,53.625,False,True,False,False,False,43.0,52.70854666767589,92.39543726235742,53.625,56.854151452774246,Tier 5: Maintain/Monitor
HOOD,1392.0,48.0,13.0,76.0,97.0,0.0,0.0,35.0,0.0,True,Texas Tech,97.0,6.968390804597702,3.4482758620689653,19.0,41.86666666666667,38.0,False,True,False,False,False,38.0,60.88340357508072,96.55172413793103,38.0,56.57536590011042,Tier 5: Maintain/Monitor
BAYLOR,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.787878787878788,0.0,21.2,24.2,71.7,False,True,False,True,False,42.4,41.12892083948017,100.0,71.7,56.46867625184405,Tier 5: Maintain/Monitor
SOMERVELL,126.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,True,Texas Tech,15.0,11.904761904761903,0.0,20.0,33.0,82.0,False,True,False,True,False,40.0,40.740687829589476,100.0,82.0,56.42220634887684,Tier 5: Maintain/Monitor
JACK,225.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,5.333333333333334,0.0,18.7,36.849999999999994,75.23333333333333,False,True,False,True,False,37.4,45.58790160934136,100.0,75.23333333333333,56.15970381613574,Tier 5: Maintain/Monitor
NACOGDOCHES,887.0,11.0,8.0,31.0,0.0,338.0,0.0,5.0,0.0,True,Stephen F. Austin,338.0,38.10597519729425,1.2401352874859075,14.742857142857144,33.957142857142856,74.075,False,True,False,True,False,29.485714285714288,57.096758140972405,98.75986471251409,74.075,56.08278609908025,Tier 5: Maintain/Monitor
RUSK,1504.0,0.0,10.0,16.0,0.0,59.0,0.0,0.0,0.0,True,Stephen F. Austin,59.0,3.922872340425532,0.0,14.080000000000002,20.75,63.58571428571428,False,True,False,False,False,28.16,61.53379296807462,100.0,63.58571428571428,56.082709318993814,Tier 5: Maintain/Monitor
COOKE,1186.0,0.0,0.0,10.0,31.0,0.0,0.0,57.0,0.0,True,UNT,57.0,4.806070826306914,0.0,14.316666666666668,34.11666666666667,66.95,False,True,False,False,False,28.63333333333334,59.537510909749045,100.0,66.95,56.00958660625805,Tier 5: Maintain/Monitor
HILL,977.0,6.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,True,Texas A&M,10.0,1.023541453428864,0.6141248720573182,15.73,27.339999999999996,59.05,False,True,False,False,False,31.46,57.90866351934941,99.38587512794268,59.05,55.73877408139336,Tier 5: Maintain/Monitor
ERATH,2998.0,36.0,5.0,19.0,76.0,0.0,0.0,17.0,5.0,True,Texas Tech,76.0,2.535023348899266,1.200800533689126,11.166666666666666,22.466666666666665,65.31666666666666,False,True,True,False,False,22.333333333333332,67.3325231680697,98.79919946631087,65.31666666666666,55.424596843683084,Tier 4: Volume Play
FAYETTE,716.0,15.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,72.0,10.05586592178771,2.094972067039106,15.5,40.34,65.62,False,True,False,False,False,31.0,55.29784616010299,97.90502793296089,65.62,55.13235943462307,Tier 5: Maintain/Monitor
ANDERSON,1229.0,0.0,0.0,41.0,0.0,23.0,0.0,0.0,0.0,True,Texas A&M,41.0,3.336045565500407,0.0,13.328571428571427,37.9,64.15714285714286,False,True,False,False,False,26.65714285714286,59.83678910454822,100.0,64.15714285714286,55.0296081599359,Tier 5: Maintain/Monitor
WASHINGTON,531.0,24.0,6.0,59.0,0.0,0.0,6.0,0.0,0.0,True,Texas A&M,59.0,11.11111111111111,4.519774011299435,15.5,28.799999999999997,75.95,False,True,False,True,False,31.0,52.7879638942345,95.48022598870057,75.95,54.92743436601046,Tier 5: Maintain/Monitor
KAUFMAN,5505.0,94.0,58.0,216.0,135.0,116.0,5.0,275.0,7.0,True,UNT,275.0,4.995458673932789,1.7075386012715712,8.428571428571429,17.757142857142856,65.74285714285715,False,True,True,False,False,16.857142857142858,72.4422333772163,98.29246139872843,65.74285714285715,54.708305150053434,Tier 4: Volume Play
JACKSON,723.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,24.0,3.319502074688797,1.6597510373443984,15.666666666666666,38.93333333333334,58.9,False,True,False,False,False,31.33333333333333,55.37955610551696,98.34024896265561,58.9,54.70524995751954,Tier 5: Maintain/Monitor
FREESTONE,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,17.633333333333333,23.13333333333333,56.43333333333334,False,True,False,False,False,35.266666666666666,49.665402941372434,100.0,56.43333333333334,54.649620882411725,Tier 5: Maintain/Monitor
HASKELL,134.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,True,Texas Tech,27.0,20.149253731343283,0.0,16.05,17.95,93.76666666666668,False,True,False,True,False,32.1,41.2544488682863,100.0,93.76666666666668,54.593001327152564,Tier 5: Maintain/Monitor
MEDINA,1863.0,91.0,21.0,110.0,71.0,0.0,219.0,0.0,0.0,True,UTSA,219.0,11.755233494363928,4.884594739667204,12.5,22.36,65.5,False,True,False,False,False,25.0,63.33300700769484,95.11540526033279,65.5,54.57298315437501,Tier 5: Maintain/Monitor
ORANGE,2535.0,35.0,10.0,60.0,0.0,18.0,0.0,0.0,0.0,True,Texas A&M,60.0,2.366863905325444,1.3806706114398422,10.56,25.46,64.62,False,True,True,False,False,21.12,65.92220581507708,98.61932938856016,64.62,54.41052762223516,Tier 4: Volume Play
BLANCO,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,True,TXST,52.0,12.682926829268292,12.682926829268292,15.05,31.5,97.2,False,False,False,True,False,30.099999999999998,50.61770384767169,87.3170731707317,97.2,54.40872578844785,Tier 5: Maintain/Monitor
BEE,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,True,Texas A&M,29.0,3.620474406991261,1.49812734082397,17.566666666666666,21.233333333333334,37.266666666666666,False,True,False,False,False,35.13333333333333,56.240066581495185,98.50187265917603,37.266666666666666,54.352394506283765,Tier 5: Maintain/Monitor
MILLS,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,22.2,33.3,36.95,False,True,False,False,False,44.4,42.942133925542606,100.0,36.95,54.337640177662784,Tier 5: Maintain/Monitor
ANDREWS,562.0,5.0,0.0,5.0,53.0,0.0,0.0,0.0,0.0,True,Texas Tech,53.0,9.430604982206406,0.8896797153024912,17.2,33.6,47.1,False,True,False,False,False,34.4,53.26428638332552,99.11032028469751,47.1,54.27134997193716,Tier 5: Maintain/Monitor
GUADALUPE,2604.0,393.0,60.0,142.0,81.0,5.0,247.0,20.0,28.0,True,TXST,393.0,15.092165898617512,15.092165898617512,13.525,34.225,66.075,False,False,True,False,False,27.05,66.1479751800536,84.90783410138249,66.075,54.25345937429258,Tier 5: Maintain/Monitor
HOPKINS,999.0,0.0,0.0,46.0,34.0,7.0,0.0,19.0,0.0,True,Texas A&M,46.0,4.604604604604605,0.0,13.085714285714284,27.37142857142857,63.41428571428572,False,True,False,False,False,26.171428571428567,58.09575402463467,100.0,63.41428571428572,54.2387262073904,Tier 5: Maintain/Monitor
MADISON,408.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,True,Texas A&M,50.0,12.254901960784313,0.0,17.0,35.45,53.8,False,True,False,False,False,34.0,50.57667829413324,100.0,53.8,54.153003488239975,Tier 5: Maintain/Monitor
SHELBY,1045.0,0.0,0.0,5.0,0.0,107.0,0.0,0.0,0.0,True,Stephen F. Austin,107.0,10.239234449760763,0.0,12.919999999999998,16.72,62.14,False,True,False,False,False,25.839999999999996,58.4739900047062,100.0,62.14,54.09219700141186,Tier 5: Maintain/Monitor
WILSON,1798.0,135.0,27.0,124.0,64.0,0.0,139.0,0.0,0.0,True,UTSA,139.0,7.730812013348165,7.508342602892102,11.125,27.175,76.625,False,True,False,True,False,22.25,63.03449660274787,92.4916573971079,76.625,53.97118046024594,Tier 5: Maintain/Monitor
MARTIN,175.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,Texas Tech,11.0,6.2857142857142865,0.0,14.1,15.75,95.6,False,True,False,True,False,28.199999999999996,43.48491720284401,100.0,95.6,53.885475160853204,Tier 5: Maintain/Monitor
MAVERICK,3396.0,132.0,212.0,61.0,45.0,0.0,345.0,0.0,0.0,True,UTSA,345.0,10.159010600706711,3.886925795053003,6.0,16.4,93.2,False,True,True,True,False,12.0,68.380552776148,96.113074204947,93.2,53.8567806738338,Tier 4: Volume Play
KARNES,387.0,19.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,True,TXST,19.0,4.909560723514212,4.909560723514212,16.025,30.375,69.575,False,True,False,False,False,32.05,50.13337704709719,95.09043927648578,69.575,53.83560096942632,Tier 5: Maintain/Monitor
VAN ZANDT,895.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,True,Texas A&M,16.0,1.7877094972067038,0.0,13.183333333333332,32.075,60.675,False,True,False,False,False,26.366666666666667,57.17218664476319,100.0,60.675,53.76582266009563,Tier 5: Maintain/Monitor
MONTAGUE,431.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,True,Texas A&M,5.0,1.160092807424594,0.0,14.875,27.139999999999997,64.91666666666667,False,True,False,False,False,29.75,51.03680516362723,100.0,64.91666666666667,53.70270821575483,Tier 5: Maintain/Monitor
KLEBERG,1012.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,TXST,13.0,1.2845849802371545,1.2845849802371545,11.9,20.366666666666664,69.73333333333333,False,True,False,False,False,23.8,58.204382343923164,98.71541501976284,69.73333333333333,53.697731040462855,Tier 5: Maintain/Monitor
DELTA,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,14.45,18.9,91.65,False,True,False,True,False,28.9,42.942133925542606,100.0,91.65,53.60764017766278,Tier 5: Maintain/Monitor
STARR,3627.0,19.0,88.0,66.0,0.0,0.0,134.0,0.0,0.0,True,UTSA,134.0,3.694513371932727,0.5238489109456851,12.65,16.35,28.53333333333333,False,True,True,False,False,25.3,68.93385153825778,99.47615108905431,28.53333333333333,53.548719012621525,Tier 4: Volume Play
DONLEY,72.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,True,Texas Tech,8.0,11.11111111111111,0.0,17.1,19.1,87.9,False,True,False,True,False,34.2,36.08371551667892,100.0,87.9,53.29511465500368,Tier 5: Maintain/Monitor
CARSON,170.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,True,Texas Tech,30.0,17.647058823529413,0.0,13.5,19.266666666666666,93.66666666666669,False,True,False,True,False,27.0,43.24253092243618,100.0,93.66666666666669,53.13942594339752,Tier 5: Maintain/Monitor
WHEELER,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,21.75,17.3,47.575,False,True,False,False,False,43.5,36.532367046458404,100.0,47.575,53.117210113937524,Tier 5: Maintain/Monitor
BREWSTER,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,7.6923076923076925,4.326923076923077,17.85,28.6,62.166666666666664,False,True,False,False,False,35.7,44.930215979692484,95.67307692307692,62.166666666666664,53.110346845189795,Tier 5: Maintain/Monitor
BURNET,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,True,Texas A&M,96.0,8.98876404494382,5.805243445692884,10.1,20.5,85.9,False,True,False,True,False,20.2,58.65691456930385,94.19475655430712,85.9,53.10602568165258,Tier 5: Maintain/Monitor
MOORE,870.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,True,Texas Tech,29.0,3.3333333333333335,0.0,11.0,14.65,71.4,False,True,False,True,False,22.0,56.93419052042849,100.0,71.4,53.02025715612855,Tier 5: Maintain/Monitor
DALLAM,282.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,True,Texas Tech,56.0,19.858156028368796,0.0,15.95,24.0,59.5,False,True,False,False,False,31.900000000000002,47.479460559718326,100.0,59.5,52.9538381679155,Tier 5: Maintain/Monitor
LEON,640.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,13.0,2.03125,0.0,11.575,27.525,72.26,False,True,False,True,False,23.15,54.35551122166532,100.0,72.26,52.79265336649959,Tier 5: Maintain/Monitor
CHAMBERS,2023.0,75.0,30.0,101.0,26.0,26.0,7.0,0.0,17.0,True,Texas A&M,101.0,4.992585269401879,3.7073652990608017,9.4,27.36666666666667,67.76666666666667,False,True,True,False,False,18.8,64.02559747872556,96.2926347009392,67.76666666666667,52.76287285047218,Tier 4: Volume Play
WHARTON,1830.0,30.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,107.0,5.8469945355191255,1.639344262295082,11.3,23.22,50.760000000000005,False,True,False,False,False,22.6,63.1827798365313,98.36065573770492,50.760000000000005,52.74296509850037,Tier 5: Maintain/Monitor
CROCKETT,127.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,Texas Tech,6.0,4.724409448818897,0.0,22.2,33.3,26.5,False,True,False,False,False,44.4,40.80665069164015,100.0,26.5,52.65199520749204,Tier 5: Maintain/Monitor
CHILDRESS,107.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,True,Texas Tech,21.0,19.626168224299064,0.0,14.1,20.3,95.5,False,True,False,True,False,28.199999999999996,39.37776210887291,100.0,95.5,52.64332863266188,Tier 5: Maintain/Monitor
COMANCHE,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.6,24.53333333333333,65.0,False,True,False,False,False,27.200000000000003,50.83983546296006,100.0,65.0,52.63195063888802,Tier 5: Maintain/Monitor
LAMPASAS,604.0,48.0,13.0,48.0,21.0,0.0,11.0,7.0,0.0,True,TXST,48.0,7.947019867549669,7.947019867549669,16.7,24.200000000000003,45.0,False,True,False,False,False,33.4,53.86939200083843,92.05298013245033,45.0,52.431413626741595,Tier 5: Maintain/Monitor
LIBERTY,2274.0,20.0,0.0,59.0,0.0,33.0,0.0,0.0,37.0,True,Texas A&M,59.0,2.594547053649956,0.8795074758135445,8.059999999999999,20.68,62.71666666666667,False,True,True,False,False,16.119999999999997,65.00878857912348,99.12049252418646,62.71666666666667,52.046401745241006,Tier 4: Volume Play
TYLER,431.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,True,Stephen F. Austin,55.0,12.761020881670534,0.0,13.633333333333333,16.98,57.739999999999995,False,True,False,False,False,27.266666666666666,51.03680516362723,100.0,57.739999999999995,51.991708215754834,Tier 5: Maintain/Monitor
GRIMES,687.0,0.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,86.0,12.518195050946144,0.0,8.9,27.733333333333334,83.2,False,True,False,True,False,17.8,54.9506133102925,100.0,83.2,51.92518399308775,Tier 5: Maintain/Monitor
NAVARRO,1813.0,10.0,26.0,38.0,0.0,0.0,0.0,27.0,0.0,True,Texas A&M,38.0,2.095973524544953,0.5515719801434087,7.414285714285714,18.957142857142856,70.54285714285714,False,True,False,True,False,14.828571428571427,63.104330010880616,99.44842801985659,70.54285714285714,51.80669889294978,Tier 5: Maintain/Monitor
BAILEY,177.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,9.03954802259887,0.0,11.7,16.9,92.8,False,True,False,True,False,23.4,43.579948968751765,100.0,92.8,51.71398469062553,Tier 5: Maintain/Monitor
CHEROKEE,1324.0,0.0,0.0,9.0,0.0,58.0,0.0,0.0,0.0,True,Stephen F. Austin,58.0,4.380664652567976,0.0,7.8,13.14,72.24,False,True,False,True,False,15.6,60.462495225315614,100.0,72.24,51.60274856759469,Tier 5: Maintain/Monitor
LIPSCOMB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,22.0,18.15,80.95,False,True,False,True,False,44.0,19.36525134154489,100.0,80.95,51.504575402463466,Tier 5: Maintain/Monitor
ROBERTSON,307.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,39.0,12.703583061889251,0.0,14.575,30.825,53.54,False,True,False,False,False,29.15,48.191410101212725,100.0,53.54,51.471423030363816,Tier 5: Maintain/Monitor
FANNIN,736.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,0.6793478260869565,0.0,11.4,23.85,56.625,False,True,False,False,False,22.8,55.52922861609885,100.0,56.625,51.44126858482966,Tier 5: Maintain/Monitor
LEE,501.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,69.0,13.77245508982036,1.1976047904191618,9.45,23.7,83.2,False,True,False,True,False,18.9,52.299806281557856,98.80239520958084,83.2,51.330420926383525,Tier 5: Maintain/Monitor
HALE,1146.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,True,Texas Tech,161.0,14.048865619546246,0.0,7.3,11.525,77.06,False,True,False,True,False,14.6,59.2492145830542,100.0,77.06,51.320764374916266,Tier 5: Maintain/Monitor
COLEMAN,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,12.633333333333336,21.433333333333337,80.89999999999999,False,True,False,True,False,25.26666666666667,43.19320396696797,100.0,80.89999999999999,51.15462785675706,Tier 5: Maintain/Monitor
JONES,555.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,True,Texas Tech,17.0,3.063063063063063,0.0,10.0,14.475,71.44000000000001,False,True,False,True,False,20.0,53.159063290325506,100.0,71.44000000000001,51.09171898709765,Tier 5: Maintain/Monitor
JASPER,987.0,10.0,0.0,17.0,0.0,68.0,0.0,8.0,0.0,True,Stephen F. Austin,68.0,6.889564336372847,1.0131712259371837,7.966666666666666,15.7,75.11999999999999,False,True,False,True,False,15.933333333333334,57.994220938776444,98.98682877406281,75.11999999999999,51.08096536977883,Tier 5: Maintain/Monitor
LAMB,445.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,Texas Tech,12.0,2.696629213483146,0.0,10.025,13.875,75.62,False,True,False,True,False,20.05,51.305035426876955,100.0,75.62,50.97351062806308,Tier 5: Maintain/Monitor
GRAY,499.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,True,Texas Tech,43.0,8.617234468937877,0.0,8.1,14.15,87.60000000000001,False,True,False,True,False,16.2,52.266232497257505,100.0,87.60000000000001,50.91986974917725,Tier 5: Maintain/Monitor
BASTROP,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,6.725,18.15,89.675,False,False,True,True,False,13.449999999999998,65.03831110807272,84.00525854513585,89.675,50.66004504144898,Tier 5: Maintain/Monitor
DEWITT,701.0,52.0,0.0,35.0,0.0,0.0,18.0,0.0,0.0,True,TXST,52.0,7.417974322396577,7.417974322396577,10.45,19.2,71.2,False,True,False,True,False,20.9,55.12003357916072,92.58202567760343,71.2,50.532415209268905,Tier 5: Maintain/Monitor
HARDEMAN,95.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,5.263157894736842,0.0,20.0,20.0,29.799999999999997,False,True,False,False,False,40.0,38.387180654925345,100.0,29.799999999999997,50.4961541964776,Tier 5: Maintain/Monitor
JIM WELLS,652.0,12.0,0.0,10.0,0.0,0.0,35.0,0.0,0.0,True,UTSA,35.0,5.368098159509203,1.8404907975460123,12.466666666666669,13.466666666666669,44.675,False,True,False,False,False,24.933333333333337,54.51150126001952,98.15950920245399,44.675,50.42618555182999,Tier 5: Maintain/Monitor
RAINS,253.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,True,UNT,9.0,3.557312252964427,0.0,16.7,30.6,30.8,False,True,False,False,False,33.4,46.57020935696664,100.0,30.8,50.41106280708999,Tier 5: Maintain/Monitor
MCCULLOCH,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,12.4,18.5,88.95,False,True,False,True,False,24.8,38.47433399234287,100.0,88.95,50.35730019770286,Tier 5: Maintain/Monitor
HENDERSON,860.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,True,Texas A&M,10.0,1.162790697674419,0.0,8.620000000000001,15.8,64.02857142857142,False,True,False,False,False,17.240000000000002,56.83707371612636,100.0,64.02857142857142,50.349979257695054,Tier 5: Maintain/Monitor
SWISHER,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,11.25,19.1,90.46666666666664,False,True,False,True,False,22.5,40.87210021882337,100.0,90.46666666666664,50.30829673231368,Tier 5: Maintain/Monitor
YOAKUM,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.0,12.05,50.9,False,True,False,False,False,26.0,49.38581303524598,100.0,50.9,50.305743910573796,Tier 5: Maintain/Monitor
RED RIVER,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,13.85,20.4,72.35,False,True,False,True,False,27.699999999999996,39.90593161742644,100.0,72.35,50.28677948522793,Tier 5: Maintain/Monitor
TRINITY,287.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,True,Stephen F. Austin,10.0,3.484320557491289,0.0,10.95,24.8,72.2,False,True,False,True,False,21.9,47.626753672964874,100.0,72.2,50.26802610188946,Tier 5: Maintain/Monitor
WINKLER,197.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,2.538071065989848,0.0,11.7,19.799999999999997,74.65,False,True,False,True,False,23.4,44.475498656791565,100.0,74.65,50.167649597037475,Tier 5: Maintain/Monitor
ATASCOSA,1345.0,43.0,0.0,57.0,41.0,0.0,103.0,0.0,0.0,True,UTSA,103.0,7.657992565055761,3.197026022304833,8.125,21.975,58.779999999999994,False,True,False,False,False,16.25,60.59474404374969,96.80297397769516,58.779999999999994,49.917018008663945,Tier 5: Maintain/Monitor
PECOS,331.0,0.0,0.0,0.0,19.0,0.0,27.0,0.0,0.0,True,UTSA,27.0,8.157099697885197,0.0,11.0,15.833333333333334,63.56666666666666,False,True,False,False,False,22.0,48.8224726576695,100.0,63.56666666666666,49.80340846396752,Tier 5: Maintain/Monitor
MITCHELL,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,14.133333333333333,19.066666666666663,55.0,False,True,False,False,False,28.26666666666667,43.14358599532997,100.0,55.0,49.74974246526566,Tier 5: Maintain/Monitor
MORRIS,345.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,True,Stephen F. Austin,9.0,2.608695652173913,1.4492753623188406,10.65,11.95,67.45,False,True,False,False,False,21.3,49.16984682843139,98.55072463768116,67.45,49.72609897606566,Tier 5: Maintain/Monitor
KINNEY,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,9.5,28.6,100.0,False,True,False,True,False,19.0,40.05093903374403,100.0,100.0,49.61528171012321,Tier 5: Maintain/Monitor
